policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2021189,Investment Bank,Northeast,2024,7408625,0,0.0,0.0,0.0,8.499497542880547,0.81675,3.5294117647058822,0.6931471805599453,5,0.105,0.13753,0.13743,1449417.33,199199.41,442665.35,-6965959.65,0.05975,0.0,1568594.507017219,3280542.0226846677,606692.4511342334
POL-2021190,Hedge Fund,Northeast,2022,1944448,1,1.0,656611.0,336707.0,5.976350909297934,0.749,7.142857142857142,0.6931471805599453,50,1.264,0.18112,0.181,997385.95,180523.6,401163.55,-1543284.45,0.20631,0.33769,1445678.4527891513,2675411.416909348,534934.1208454674
POL-2021191,Custodian Bank,Southwest,2022,52224153,0,0.0,0.0,0.0,9.842686040075465,0.745,9.333333333333334,0.6931471805599453,25,1.02,0.14971,0.14961,366200.48,54786.19,121747.1,-52102405.9,0.00233,0.0,369110.91886188235,810593.9931296587,162276.79965648294
POL-2021192,Fintech-Lending,National,2024,212830,0,0.0,0.0,0.0,5.154446996128335,0.8112499999999999,12.941176470588236,0.0,5,0.067,0.17135,0.17123,686350.06,117524.62,261165.82,48335.82,1.22711,0.0,840313.2832392785,1620602.6938768602,342195.954693843
POL-2021193,Fintech-Lending,Southwest,2020,697284,0,0.0,0.0,0.0,5.105339229565553,0.722,14.878048780487806,0.0,25,1.126,0.18763,0.1875,856319.98,160562.24,356804.98,-340479.02,0.51171,0.0,1130245.3106084636,2137279.4047732353,463668.9502386617
POL-2021194,Community Bank,National,2021,135110,0,0.0,0.0,0.0,4.254193263163997,0.5567500000000001,4.615384615384615,0.0,15,0.274,0.19708,0.19695,1474182.48,290336.57,645192.38,510082.38,4.77531,0.0,2191042.3786104885,3606678.775738701,825526.3187869351
POL-2021195,Custodian Bank,Southwest,2022,19828592,0,0.0,0.0,0.0,8.233104654474587,0.71625,2.5714285714285716,0.6931471805599453,100,4.505,0.09194,0.09188,202793.16,18632.25,41405.01,-19787186.99,0.00209,0.0,150213.44373105073,498555.11048706464,66332.76552435324
POL-2021196,Asset Manager,National,2022,737331,0,0.0,0.0,0.0,6.61136876590021,0.7404999999999999,8.40909090909091,0.0,5,0.22,0.18437,0.18424,2143019.95,394829.17,877398.16,140067.16,1.18997,0.0,2844958.278792188,5000000.0,1127398.1600000001
POL-2021197,Fintech-Lending,Midwest,2020,498703,0,0.0,0.0,0.0,5.5254529391317835,0.603,7.931034482758621,0.0,10,0.38,0.28006,0.27987,918866.35,257164.68,571477.06,72774.06,1.14593,0.0,1479299.054376941,2655521.055210703,704253.1127605352
POL-2021198,Hedge Fund,Southeast,2023,1757665,0,0.0,0.0,0.0,5.872962503026981,0.79575,17.84313725490196,0.0,50,1.251,0.13399,0.1339,1208333.4,161797.51,359550.01,-1398114.99,0.20456,0.0,919832.3689491347,3108133.4867201746,514956.68433600874
POL-2021199,Fintech-Payments,National,2020,462044,1,1.0,107921.0,0.0,5.695414224985685,0.6220000000000001,4.642857142857142,0.0,5,0.154,0.26652,0.26633,640845.98,170678.54,379285.64,-82758.36,0.82089,0.23357,1032648.688353579,2035535.1401310517,481062.3970065526
POL-2021200,Credit Union,Midwest,2021,117165,0,0.0,0.0,0.0,4.364371699435161,0.90525,9.523809523809526,0.0,15,0.127,0.14878,0.14868,510719.43,75933.71,168741.58,51576.58,1.4402,0.0,605446.2625380496,1250995.4020314275,231291.35010157136
POL-2021201,Regional Bank,Southeast,2022,2275724,0,0.0,0.0,0.0,6.881000541673317,0.8564999999999999,11.944444444444445,0.0,25,0.391,0.1106,0.11053,3654326.12,403905.5,897567.78,-1378156.22,0.39441,0.0,3192367.332941101,8569603.25793252,1326047.942896626
POL-2021202,Regional Bank,National,2022,962086,1,2.0,306483.0,92607.0,6.845986252584505,0.59425,13.793103448275863,0.6931471805599453,5,0.083,0.31296,0.31275,375422.94,117413.56,260919.03,-701166.97,0.2712,0.31856,697109.6167239819,1530491.6169046846,337443.61084523425
POL-2021203,National Bank,National,2024,377599375,1,1.0,1865775.0,8001.0,9.76917871492241,0.661,5.714285714285714,0.6931471805599453,500,21.208,0.16738,0.16726,2217095.8,370837.16,824082.57,-376775292.43,0.00218,0.00494,2421794.7960559693,5324322.762285553,1090298.7081142776
POL-2021204,Asset Manager,Midwest,2022,1074793,0,0.0,0.0,0.0,6.155494833929685,0.59775,33.78378378378378,0.0,25,1.14,0.14989,0.14978,1361058.31,203863.12,453029.15,-621763.85,0.4215,0.0,1391477.795027525,3153747.540609088,610716.5270304545
POL-2021205,Broker-Dealer,National,2023,937814,0,0.0,0.0,0.0,6.26415987725144,0.70375,7.959183673469389,0.6931471805599453,10,0.196,0.16213,0.16202,4233437.36,685917.12,1524260.27,586446.27,1.62533,0.0,5873341.673634401,10000000.0,2024260.27
POL-2021206,Regional Bank,Midwest,2022,953553,0,0.0,0.0,0.0,6.7906595071058895,0.8455,25.58823529411765,0.0,5,0.216,0.16033,0.16022,2022993.18,324118.35,720263.0,-233290.0,0.75535,0.0,2384600.7620046614,5000000.0,970263.0
POL-2021207,Community Bank,West,2024,27852,0,0.0,0.0,0.0,4.35799005684564,0.8490000000000001,24.242424242424242,1.0986122886681098,1,0.042,0.16165,0.16154,690789.79,111589.72,247977.16,220125.16,8.90339,0.0,664836.0645566703,1000000.0,297977.16000000003
POL-2021208,Community Bank,Midwest,2022,97548,0,0.0,0.0,0.0,4.380775852772229,0.5562500000000001,8.214285714285714,0.0,10,0.052,0.26096,0.26078,202741.08,52871.27,117491.72,19943.72,1.20445,0.0,302252.9364821754,591873.328008236,147085.3864004118
POL-2021209,Asset Manager,Southeast,2023,3815129,0,0.0,0.0,0.0,8.07754028377083,0.66975,14.999999999999998,0.0,5,0.117,0.19572,0.19559,2734255.64,534792.19,1188427.1,-2626701.9,0.3115,0.0,3560601.2368296236,5000000.0,1438427.1
POL-2021210,Hedge Fund,Northeast,2024,1262446,0,0.0,0.0,0.0,5.806940566758827,0.61275,8.0,0.0,25,0.235,0.16683,0.16671,365572.3,60945.63,135434.74,-1127011.26,0.10728,0.0,429949.4551627925,825139.4527574823,176691.71263787412
POL-2021211,Fintech-Payments,Southeast,2023,1208589,0,0.0,0.0,0.0,6.392921633818608,0.731,8.863636363636365,0.0,10,0.388,0.13276,0.13267,745692.3,98932.4,219849.78,-988739.22,0.18191,0.0,842794.700442089,1715639.5928081698,305631.7596404085
POL-2021212,Regional Bank,Southeast,2021,236477,0,0.0,0.0,0.0,6.551223181983152,0.8770000000000001,8.0,0.6931471805599453,1,0.049,0.12522,0.12514,2211209.98,276708.62,614908.04,378431.04,2.60029,0.0,1000000.0,1000000.0,664908.04
POL-2021213,Asset Manager,Southwest,2022,654779,0,0.0,0.0,0.0,6.1224928095143865,0.7052499999999999,4.722222222222222,0.0,10,0.232,0.15874,0.15863,1105789.31,175410.24,389800.53,-264978.47,0.59532,0.0,1239276.9184344723,2696946.653215174,524647.8626607588
POL-2021214,Fintech-Payments,Southwest,2020,236919,1,2.0,911890.0,236639.0,5.231108616854587,0.40075,2.5925925925925926,0.6931471805599453,5,0.201,0.32483,0.32461,519103.82,168505.84,374457.41,137538.41,1.58053,3.84895,984518.9600299611,1451873.5388600759,447051.08694300376
POL-2021215,Insurance Carrier,National,2023,43839044,0,0.0,0.0,0.0,8.902918070281423,0.65875,1.8918918918918919,0.6931471805599453,100,1.936,0.21048,0.21034,5387465.27,1133182.72,2518183.81,-41320860.19,0.05744,0.0,7592230.843446248,15700415.581892682,3303204.589094634
POL-2021216,Community Bank,West,2021,14682,0,0.0,0.0,0.0,2.8735646395797834,0.5245,3.0555555555555554,0.0,5,0.106,0.23897,0.23881,716770.1,171171.24,380380.53,365698.53,25.90795,0.0,1011004.1804559488,1855460.3210495957,473153.5460524798
POL-2021217,Regional Bank,Midwest,2021,1875322,0,0.0,0.0,0.0,7.502186486602924,0.92,12.340425531914896,0.0,5,0.224,0.19005,0.18992,988501.93,187739.03,417197.85,-1458124.15,0.22247,0.0,1462991.3906849043,3041394.985077836,569267.5992538917
POL-2021218,National Bank,Southeast,2023,74721679,0,0.0,0.0,0.0,8.587483887031672,0.8115,2.5806451612903225,0.0,250,7.949,0.10314,0.10307,13503958.99,1391886.18,3093080.41,-71628598.59,0.04139,0.0,11600972.951037016,30128739.9449025,4599517.407245126
POL-2021219,Regional Bank,Southeast,2020,1096967,0,0.0,0.0,0.0,6.9700725850469984,0.8347500000000001,5.365853658536586,0.6931471805599453,5,0.206,0.14509,0.14499,1172193.26,169957.39,377683.09,-719283.91,0.3443,0.0,1468711.5182773585,2841674.3939295183,519766.809696476
POL-2021220,Asset Manager,Midwest,2023,1862711,0,0.0,0.0,0.0,7.450893192215374,0.71425,10.81081081081081,0.0,5,0.124,0.23114,0.23098,2895379.83,668781.99,1486182.2,-376528.8,0.79786,0.0,4224161.251951175,5843595.409916675,1778361.9704958338
POL-2021221,Asset Manager,Southeast,2022,471034,0,0.0,0.0,0.0,6.2408604695662575,0.783,58.888888888888886,0.0,5,0.206,0.13864,0.13855,2290688.09,317370.78,705268.39,234234.39,1.49728,0.0,2459251.727954655,5000000.0,955268.39
POL-2021222,Broker-Dealer,West,2021,3561325,0,0.0,0.0,0.0,6.192771403813017,0.6795000000000001,15.384615384615383,0.6931471805599453,100,2.116,0.16967,0.16956,2169683.73,367884.14,817520.31,-2743804.69,0.22956,0.0,2870885.895338145,5735695.840293914,1104305.1020146958
POL-2021223,Regional Bank,Midwest,2023,267736,0,0.0,0.0,0.0,6.459904454377535,0.7665,6.170212765957448,0.0,1,0.025,0.1485,0.1484,2436254.58,361548.17,803440.38,535704.38,3.00087,0.0,1000000.0,1000000.0,853440.38
POL-2021224,Regional Bank,Southwest,2022,271098,1,1.0,297270.0,183563.0,5.665388086668889,0.803,20.344827586206897,0.0,5,0.176,0.1549,0.15479,2110609.46,326707.21,726016.02,454918.02,2.67806,1.09654,2594984.071605869,5000000.0,976016.02
POL-2021225,National Bank,West,2020,68565448,0,0.0,0.0,0.0,9.545583281856246,0.62825,22.06896551724138,0.0,50,1.143,0.21173,0.21159,1200159.65,253940.14,564311.42,-68001136.58,0.00823,0.0,1868704.8592919812,3585434.6551550436,743583.1527577522
POL-2021226,Investment Bank,West,2022,32002657,0,0.0,0.0,0.0,8.662556806391146,0.7992500000000001,7.333333333333333,0.0,50,1.614,0.12641,0.12632,4088873.23,516523.58,1147830.17,-30854826.83,0.03587,0.0,4001074.163232048,9971976.529572157,1646428.9964786079
POL-2021227,Regional Bank,Midwest,2020,6734247,0,0.0,0.0,0.0,6.302802109158108,0.7855,11.5625,0.0,250,6.011,0.18788,0.18775,6559365.53,1231537.18,2736749.28,-3997497.72,0.40639,0.0,7975075.325765736,16883167.44253937,3580907.6521269684
POL-2021228,Credit Union,Northeast,2022,172016,0,0.0,0.0,0.0,4.607168188650764,0.445,9.25925925925926,0.0,15,0.23,0.28228,0.28208,127690.85,36019.36,80043.03,-91972.97,0.46532,0.0,207331.4361051502,395624.4195383969,99824.25097691984
POL-2021229,Hedge Fund,Northeast,2022,1163245,1,1.0,191814.0,85640.0,6.417059026511312,0.7272500000000001,5.0,0.6931471805599453,10,0.06,0.15867,0.15856,480038.38,76116.27,169147.26,-994097.74,0.14541,0.1649,440530.9666646687,1146047.7349551853,226449.64674775928
POL-2021230,Credit Union,Midwest,2022,241650,0,0.0,0.0,0.0,4.543294782270004,0.5549999999999999,1.1111111111111112,0.0,25,1.082,0.18632,0.1862,329080.25,61273.23,136162.74,-105487.26,0.56347,0.0,390882.02939283324,912828.6508984353,181804.17254492175
POL-2021231,Broker-Dealer,Midwest,2022,468972,0,0.0,0.0,0.0,6.441106017548975,0.712,17.75,0.0,2,0.055,0.13743,0.13733,2354309.54,323329.0,718508.9,249536.9,1.53209,0.0,2000000.0,2000000.0,818508.9
POL-2021232,Broker-Dealer,West,2020,381448,0,0.0,0.0,0.0,6.605027248325085,0.81375,18.43137254901961,0.0,1,0.025,0.13466,0.13456,2152991.76,289716.4,643814.22,262366.22,1.68782,0.0,1000000.0,1000000.0,693814.22
POL-2021233,Asset Manager,West,2023,1117482,0,0.0,0.0,0.0,6.878944197128018,0.76025,12.727272727272727,0.6931471805599453,5,0.234,0.27341,0.27323,574099.86,156859.16,348575.92,-768906.08,0.31193,0.0,1033215.3812030342,1819353.1601940629,439543.57800970314
POL-2021234,Fintech-Payments,West,2021,2216556,0,0.0,0.0,0.0,6.656726524178391,0.7280000000000001,51.42857142857142,0.6931471805599453,15,0.444,0.25337,0.2532,366466.55,92788.78,206197.28,-2010358.72,0.09303,0.0,643948.9636679804,1082909.4785502332,260342.75392751166
POL-2021235,Regional Bank,Northeast,2024,1801782,0,0.0,0.0,0.0,7.218543340148393,0.85475,31.794871794871796,0.6931471805599453,10,0.299,0.16398,0.16387,1338429.26,219323.54,487385.64,-1314396.36,0.2705,0.0,1460204.6961573425,3092529.9083065665,642012.1354153283
POL-2021236,Community Bank,West,2023,84608,0,0.0,0.0,0.0,4.302712827954156,0.6637500000000001,11.612903225806452,0.0,10,0.404,0.25434,0.25416,667202.6,169579.37,376843.05,292235.05,4.45399,0.0,1048862.369121668,1853003.6074213297,469493.2303710665
POL-2021237,Regional Bank,Southwest,2022,1524609,0,0.0,0.0,0.0,6.948417260701027,0.59625,23.21428571428571,0.0,10,0.302,0.20941,0.20927,813131.87,170163.75,378141.67,-1146467.33,0.24803,0.0,1170238.848957873,2417280.1264224094,499005.67632112047
POL-2021238,Regional Bank,Southeast,2023,5849233,0,0.0,0.0,0.0,6.0364379127507135,0.64775,11.923076923076923,0.0,500,17.309,0.14454,0.14444,984776.33,142240.16,316089.25,-5533143.75,0.05404,0.0,1062463.9163584064,2405980.608226981,436388.280411349
POL-2021239,Custodian Bank,Midwest,2024,158674056,0,0.0,0.0,0.0,9.639749845327806,0.49700000000000005,92.72727272727272,0.0,250,5.4,0.18138,0.18126,787289.08,142702.15,317115.89,-158356940.11,0.002,0.0,1062317.4686966895,2113182.5298583736,422775.0164929187
POL-2021240,Insurance Carrier,Southwest,2022,2215358,0,0.0,0.0,0.0,7.19300940635925,0.9365,14.444444444444445,0.0,10,0.443,0.10464,0.10457,1062654.79,111125.02,246944.48,-1968413.52,0.11147,0.0,1006875.1884775443,2498601.631581021,371874.5615790511
POL-2021241,Credit Union,West,2021,68504,0,0.0,0.0,0.0,4.244200317766478,0.60225,17.5,0.0,5,0.049,0.21058,0.21044,316795.58,66666.39,148147.52,79643.52,2.16261,0.0,408075.19721761,856204.7909181583,190957.7595459079
POL-2021242,Insurance Carrier,Southwest,2020,3292886,1,1.0,1219948.0,822234.0,7.588829878307813,0.7024999999999999,13.055555555555555,0.0,15,0.554,0.23088,0.23072,468873.06,108177.88,240395.29,-3052490.71,0.073,0.37048,700920.2584517988,1259789.6211669028,303384.77105834516
POL-2021243,Regional Bank,Southwest,2024,5382997,0,0.0,0.0,0.0,8.09150496761904,0.8312499999999999,10.857142857142858,0.0,10,0.058,0.17036,0.17024,4154368.59,707258.89,1571686.42,-3811310.58,0.29197,0.0,4738155.307308782,9455202.775844602,2044446.55879223
POL-2021244,Broker-Dealer,Southeast,2020,3675895,0,0.0,0.0,0.0,7.493762583984179,0.618,19.583333333333336,0.0,15,0.551,0.1217,0.12162,1144474.73,139189.05,309308.99,-3366586.01,0.08415,0.0,1004151.8142134515,2553015.959700508,436959.7879850254
POL-2021245,Community Bank,Northeast,2023,85157,0,0.0,0.0,0.0,4.450852825603734,0.73775,14.999999999999998,1.0986122886681098,5,0.053,0.10118,0.10111,173982.04,17590.88,39090.85,-46066.15,0.45904,0.0,107205.99487406292,372758.5874737207,57728.77937368603
POL-2021246,Insurance Carrier,West,2023,2421346,1,2.0,424168.0,267197.0,8.31549307739568,0.51375,5.5,0.0,2,0.088,0.27244,0.27225,1016948.84,276866.15,615258.11,-1806087.89,0.2541,0.17518,1643547.018886148,2120390.8546768078,721277.6527338404
POL-2021247,Fintech-Lending,Northeast,2021,857851,0,0.0,0.0,0.0,5.610935924289849,0.674,12.413793103448276,0.0,15,0.576,0.33173,0.3315,667026.92,221119.23,491376.06,-366474.94,0.5728,0.0,1331306.8783697437,2064415.0115347195,594596.810576736
POL-2021248,Asset Manager,West,2023,1367828,0,0.0,0.0,0.0,6.312279125595638,0.58225,7.142857142857142,0.0,25,0.889,0.14284,0.14275,1362504.24,194493.48,432207.74,-935620.26,0.31598,0.0,1326866.1916874552,3539104.293699805,609162.9546849902
POL-2021249,Custodian Bank,Southwest,2020,14601014,0,0.0,0.0,0.0,8.638348312972704,0.6467499999999999,22.89473684210526,0.0,25,0.772,0.11808,0.118,202831.51,23934.58,53187.95,-14547826.05,0.00364,0.0,178611.3988327902,480907.0882631151,77233.30441315575
POL-2021250,Asset Manager,West,2023,424159,0,0.0,0.0,0.0,6.484635235635252,0.8315,25.25,0.0,2,0.025,0.14618,0.14608,1800316.01,262998.63,584441.4,160282.4,1.37788,0.0,2000000.0,2000000.0,684441.4
POL-2021251,Broker-Dealer,National,2021,1822686,0,0.0,0.0,0.0,6.87388820947056,0.7030000000000001,4.473684210526315,0.0,10,0.085,0.12814,0.12805,3914441.96,501260.04,1113911.2,-708774.8,0.61114,0.0,4262297.398561122,9524133.641971534,1590117.8820985768
POL-2021252,Insurance Carrier,Southwest,2022,4351301,0,0.0,0.0,0.0,7.8821262219328165,0.64125,9.0,0.6931471805599453,15,0.689,0.21064,0.21049,1364323.29,287182.07,638182.38,-3713118.62,0.14666,0.0,1851944.411748016,3431431.0201722737,809753.9310086137
POL-2021253,Fintech-Payments,West,2021,168948,1,1.0,38123.0,25611.0,5.839478190110101,0.7547499999999999,8.275862068965518,0.6931471805599453,1,0.025,0.27204,0.27186,1651667.27,449015.63,997812.52,828864.52,5.90603,0.22565,1000000.0,2000000.0,1097812.52
POL-2021254,Insurance Carrier,National,2024,7299878,1,2.0,460997.0,0.0,8.395070754160756,0.5077499999999999,130.0,0.0,10,0.102,0.33733,0.3371,1467738.28,494767.49,1099483.31,-6200394.69,0.15062,0.06315,2876412.4045244507,5361190.072820897,1367542.813641045
POL-2021255,Regional Bank,Northeast,2024,375466,0,0.0,0.0,0.0,5.84586057324919,0.8775000000000001,5.405405405405405,0.6931471805599453,5,0.202,0.12017,0.12009,255787.1,30717.06,68260.13,-307205.87,0.1818,0.0,264265.2124064772,519955.5081058475,94257.90540529237
POL-2021256,Regional Bank,Southwest,2022,1886118,0,0.0,0.0,0.0,6.852453963197048,0.44725000000000004,11.923076923076923,0.6931471805599453,15,0.748,0.34206,0.34183,132543.62,45306.78,100681.72,-1785436.28,0.05338,0.0,231651.9710953697,445796.46761105064,122971.54338055254
POL-2021257,Hedge Fund,West,2024,304441,1,1.0,529742.0,271531.0,5.4785534168509695,0.6817500000000001,6.875,0.0,5,0.141,0.19641,0.19628,437178.08,85808.35,190685.23,-113755.77,0.62635,1.74005,623771.6703742532,1236451.0379936404,252507.78189968204
POL-2021258,Regional Bank,Southeast,2020,240408,0,0.0,0.0,0.0,5.420977379283924,0.5607500000000001,7.4074074074074066,0.6931471805599453,5,0.133,0.19136,0.19123,1877455.77,359022.93,797828.72,557420.72,3.31864,0.0,2955234.4539500806,5000000.0,1047828.72
POL-2021259,Broker-Dealer,West,2022,2364288,0,0.0,0.0,0.0,7.301350214519814,0.8025000000000001,11.0,0.0,10,0.356,0.12302,0.12294,803800.01,98815.64,219590.32,-2144697.68,0.09288,0.0,716539.7523947224,1934196.7812345906,316300.15906172956
POL-2021260,Regional Bank,Northeast,2020,210843,0,0.0,0.0,0.0,6.42422051545205,0.90325,1.8181818181818183,0.0,1,0.026,0.12785,0.12776,3002698.52,383622.63,852494.73,641651.73,4.04327,0.0,1000000.0,1000000.0,902494.73
POL-2021261,Fintech-Payments,National,2021,1668615,0,0.0,0.0,0.0,5.66815529701305,0.60775,23.333333333333336,0.6931471805599453,50,1.732,0.30446,0.30425,1049101.69,319189.38,709309.74,-959305.26,0.42509,0.0,2164698.613542059,3326008.2001483743,875610.1500074187
POL-2021262,Community Bank,Southeast,2022,52064,0,0.0,0.0,0.0,4.483002552013883,0.7925000000000001,67.3076923076923,0.0,2,0.097,0.14923,0.14913,1575974.11,235027.89,522284.21,470220.21,10.03158,0.0,1730395.3406127614,2000000.0,622284.21
POL-2021263,Hedge Fund,National,2024,59322,0,0.0,0.0,0.0,4.769836807543325,0.8277500000000001,6.666666666666666,0.0,1,0.039,0.1692,0.16908,874121.36,147797.66,328439.25,269117.25,5.53655,0.0,1000000.0,1437056.9818162466,400292.0990908123
POL-2021264,Regional Bank,Midwest,2021,837607,1,1.0,35788.0,20365.0,6.336471686179032,0.663,10.857142857142858,0.0,10,0.429,0.23244,0.23228,1086931.73,252472.06,561049.03,-276557.97,0.66982,0.04273,1556860.915144261,3173771.582029029,719737.6091014515
POL-2021265,Regional Bank,Northeast,2023,369658,0,0.0,0.0,0.0,5.613857767128214,0.86725,7.027027027027026,0.0,10,0.258,0.13675,0.13665,960878.98,131305.48,291789.95,-77868.05,0.78935,0.0,934277.0483618351,2187243.7194735175,401152.1359736759
POL-2021266,Community Bank,Midwest,2024,114119,0,0.0,0.0,0.0,4.821087692210561,0.8432499999999999,6.486486486486486,0.0,5,0.029,0.09579,0.09572,1863080.36,178335.67,396301.49,282182.49,3.4727,0.0,1435208.7159866586,3062549.464927424,549428.9632463712
POL-2021267,Hedge Fund,Midwest,2022,422973,0,0.0,0.0,0.0,6.403077385802381,0.73575,10.384615384615385,0.6931471805599453,2,0.089,0.23779,0.23763,470404.67,111782.08,248404.63,-174568.37,0.58728,0.0,662622.6745644865,1299249.2345073381,313367.0917253669
POL-2021268,Regional Bank,Midwest,2023,362006,0,0.0,0.0,0.0,6.852348271710398,0.84275,15.945945945945946,0.0,1,0.025,0.16696,0.16684,2155509.43,359635.3,799189.55,437183.55,2.20767,0.0,1000000.0,1863742.5538532475,892376.6776926625
POL-2021269,Regional Bank,West,2021,1730120,0,0.0,0.0,0.0,6.926282583596021,0.7569999999999999,16.42857142857143,0.0,10,0.164,0.16462,0.16451,1092058.03,179655.66,399234.8,-1330885.2,0.23076,0.0,1319811.139219459,2570823.812969385,527775.9906484692
POL-2021270,Community Bank,Southeast,2021,36942,0,0.0,0.0,0.0,4.436751534363128,0.849,13.055555555555555,0.6931471805599453,2,0.025,0.16401,0.1639,236048.86,38688.88,85975.28,49033.28,2.3273,0.0,316931.75273607124,636975.3133695755,117824.04566847878
POL-2021271,Credit Union,National,2023,109901,1,1.0,286172.0,197524.0,3.7796338173824005,0.601,1.6666666666666665,0.0,25,0.218,0.19277,0.19264,197399.16,38026.48,84503.28,-25397.72,0.7689,2.60391,272797.7699859541,569358.8268818515,112971.22134409257
POL-2021272,Fintech-Lending,Midwest,2022,570927,0,0.0,0.0,0.0,6.010040932680917,0.7372500000000001,10.0,0.0,5,0.099,0.19545,0.19532,1924859.13,375960.64,835468.1,264541.1,1.46335,0.0,2652549.023966306,5000000.0,1085468.1
POL-2021273,National Bank,Midwest,2023,191659491,0,0.0,0.0,0.0,10.026302352053534,0.3715,90.8,0.0,100,0.66,0.26697,0.26679,550162.87,146778.46,326174.36,-191333316.64,0.0017,0.0,788054.3979754666,1676688.8233625898,410008.8011681295
POL-2021274,Regional Bank,Midwest,2021,1254340,0,0.0,0.0,0.0,6.614993660787057,0.7925000000000001,7.428571428571429,1.3862943611198906,15,0.417,0.11319,0.11312,2747126.69,310744.36,690543.01,-563796.99,0.55052,0.0,2021007.5238032734,5779388.769740233,979512.4484870117
POL-2021275,Hedge Fund,Southeast,2021,867042,0,0.0,0.0,0.0,6.013226038889495,0.8415,27.35294117647059,0.0,10,0.132,0.09313,0.09306,456971.36,42527.89,94506.42,-772535.58,0.109,0.0,381862.2414085952,957572.0372157804,142385.021860789
POL-2021276,Insurance Carrier,Southeast,2023,1169807,0,0.0,0.0,0.0,6.490268195646648,0.618,13.75,0.6931471805599453,15,0.671,0.24472,0.24455,1606927.54,392980.49,873289.98,-296517.02,0.74652,0.0,2567714.391584321,4533502.478878172,1099965.1039439086
POL-2021277,Regional Bank,Southwest,2020,532651,0,0.0,0.0,0.0,6.138590611998276,0.728,21.794871794871796,0.6931471805599453,5,0.19,0.14921,0.14911,679983.84,101389.96,225311.02,-307339.98,0.423,0.0,797515.8246653622,1509153.6273859865,300768.7013692993
POL-2021278,Regional Bank,West,2023,839042,0,0.0,0.0,0.0,7.11574458252467,0.773,29.615384615384613,0.0,2,0.05,0.19293,0.1928,2089979.6,402944.46,895432.14,56390.14,1.06721,0.0,2000000.0,2422330.011193384,1016548.6405596692
POL-2021279,Hedge Fund,Northeast,2022,389146,0,0.0,0.0,0.0,4.900820428089049,0.7170000000000001,5.217391304347826,0.0,25,0.246,0.16776,0.16765,1264795.5,212041.61,471203.58,82057.58,1.21087,0.0,1449437.7700025605,3667952.679451074,654601.2139725537
POL-2021280,Fintech-Payments,Midwest,2021,497280,0,0.0,0.0,0.0,5.290789100127245,0.5785,2.8125,0.0,10,0.302,0.19226,0.19213,2814820.78,540801.59,1201781.32,704501.32,2.41671,0.0,4554962.448663021,9434847.66125556,1673523.703062778
POL-2021281,Community Bank,Southwest,2024,32191,1,1.0,23670.0,0.0,4.204692619390966,0.6385000000000001,47.14285714285714,0.0,2,0.081,0.23761,0.23745,250484.76,59477.74,132172.77,99981.77,4.10589,0.7353,452374.1877928927,723328.1204925684,168339.1760246284
POL-2021282,Regional Bank,West,2024,1176077,0,0.0,0.0,0.0,6.533934176208434,0.7927500000000001,38.148148148148145,0.0,10,0.352,0.20588,0.20574,3552802.61,730938.26,1624307.23,448230.23,1.38112,0.0,5029778.9679582445,10000000.0,2124307.23
POL-2021283,Hedge Fund,West,2020,835953,0,0.0,0.0,0.0,6.183117431330821,0.6869999999999999,30.588235294117645,0.0,10,0.194,0.23218,0.23202,1088118.43,252470.22,561044.93,-274908.07,0.67114,0.0,1824285.5624239976,3229157.7083862643,722502.8154193133
POL-2021284,Broker-Dealer,National,2021,2845421,0,0.0,0.0,0.0,7.245869024732605,0.7857500000000001,7.241379310344827,0.6931471805599453,15,0.52,0.14351,0.14341,1510628.15,216635.31,481411.79,-2364009.21,0.16919,0.0,1482297.455344249,3947456.9447962325,678784.6372398116
POL-2021285,Broker-Dealer,Southwest,2022,7020304,0,0.0,0.0,0.0,7.763361387239786,0.7095,4.3589743589743595,0.0,25,0.987,0.1382,0.1381,7181236.26,991764.42,2203920.93,-4816383.07,0.31394,0.0,8460474.213279812,16743763.758536145,3041109.1179268076
POL-2021286,National Bank,West,2020,281878892,0,0.0,0.0,0.0,10.584898633706977,0.617,6.0,1.0986122886681098,100,1.199,0.16991,0.1698,7399283.3,1256383.3,2791962.9,-279086929.1,0.0099,0.0,8140691.676136996,18142067.21771912,3699066.2608859558
POL-2021287,Community Bank,Southeast,2024,266325,0,0.0,0.0,0.0,4.290459441148391,0.7725000000000001,5.517241379310345,0.6931471805599453,50,2.178,0.11913,0.11905,371663.51,44245.75,98323.89,-168001.11,0.36919,0.0,344649.5093726049,843332.4249067698,140490.51124533848
POL-2021288,Regional Bank,Northeast,2024,364522,0,0.0,0.0,0.0,6.554787739831727,0.35775,59.375,0.0,2,0.027,0.32668,0.32646,636609.68,207826.57,461836.83,97314.83,1.26697,0.0,1285755.1195369728,2000000.0,561836.8300000001
