policy_id,sub_sector,primary_regulator,region,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,had_claim,log_revenue,log_employees,control_gap,vendor_risk,retention_ratio,regulator_mismatch,strong_controls
POL-2021112,11,0,3,2022,573.9,1941,7465.0,10,0.074,915001,0,True,0.0,6,26,2,95.1,0,0,3.5,0,0,6.354196112629245,7.571473648851271,1.5,1.2740000000000011,0.0073999999999999995,1,0
POL-2021113,2,1,2,2021,176.9,485,1505.5,5,0.151,148155,0,True,0.0,4,14,4,61.1,1,0,3.5,1,1,5.18122159467179,6.186208623900494,1.5,5.446,0.030199999999999998,0,0
POL-2021114,2,2,0,2021,174.5,923,1451.6,250,4.885,1589355,0,True,0.0,3,36,3,83.1,1,1,2.0,0,0,5.167639042905921,6.828712071641684,3.0,6.084000000000001,0.01954,0,1
POL-2021115,6,6,4,2021,339.2,1001,355.5,15,0.649,983589,0,True,0.0,-1,15,0,77.0,1,0,3.6,0,0,5.829533679961761,6.90975328164481,1.4,3.4499999999999997,0.04326666666666667,0,0
POL-2021116,2,1,2,2024,29.6,102,371.8,25,0.491,59709,0,True,0.0,4,64,3,34.2,1,1,1.4,0,0,3.4210000089583352,4.634728988229636,3.6,42.111999999999995,0.01964,0,1
POL-2021117,10,1,4,2023,20368.4,59824,235923.0,50,1.797,93623769,0,True,0.0,1,55,0,87.2,1,1,4.7,1,0,9.921789053706041,10.999178912776575,0.2999999999999998,7.04,0.03594,0,1
POL-2021118,6,0,5,2020,222.1,816,320.4,50,0.774,1237367,0,True,0.0,-1,21,1,83.5,1,1,2.6,2,0,5.407620101438487,6.705639094860003,2.4,3.4650000000000007,0.01548,0,1
POL-2021119,6,6,2,2023,245.7,532,628.3,15,0.464,802222,0,True,0.0,-1,20,0,94.4,1,0,3.2,0,0,5.508173023535311,6.278521424165844,1.7999999999999998,1.1199999999999988,0.030933333333333334,0,0
POL-2021120,3,4,1,2022,70.4,240,74.0,5,0.099,68750,0,True,0.0,1,30,3,80.8,1,0,3.7,0,0,4.268297869345539,5.484796933490655,1.2999999999999998,5.760000000000002,0.0198,0,0
POL-2021121,0,6,3,2021,725.0,3721,1517.1,5,0.057,674998,1,False,0.7,-1,60,3,79.7,1,1,2.5,0,0,6.587550014824796,8.222016437202196,2.5,12.179999999999998,0.0114,0,1
POL-2021122,11,5,2,2022,901.3,4779,7586.1,15,0.402,1790213,0,True,0.0,4,103,3,73.5,1,0,2.1,0,1,6.804947059000455,8.472195825485501,2.9,27.295,0.0268,0,0
POL-2021123,5,0,2,2023,50.9,184,51.4,5,0.187,81759,0,False,0.0,-1,33,2,86.7,1,0,4.2,0,0,3.949318790171843,5.220355825078324,0.7999999999999998,4.389,0.0374,0,0
POL-2021124,2,0,2,2020,101.4,274,1268.1,5,0.221,104976,0,True,0.0,6,6,1,70.3,1,0,2.4,0,0,4.628886712605407,5.616771097666572,2.6,1.7820000000000003,0.0442,0,0
POL-2021125,2,3,5,2023,99.9,384,804.5,15,0.461,202667,0,True,0.0,3,126,0,86.3,1,0,1.8,0,0,4.6141299273595635,5.953243334287785,3.2,17.262,0.030733333333333335,0,0
POL-2021126,2,2,2,2024,58.3,221,870.4,5,0.1,51251,0,True,0.0,3,39,2,72.4,0,1,3.7,0,0,4.08260930600368,5.402677381872279,1.2999999999999998,10.763999999999996,0.02,0,0
POL-2021127,5,7,0,2022,473.3,1709,1179.2,1,0.028,273618,0,False,0.0,-1,51,0,74.8,1,1,2.9,1,0,6.161840032883536,7.444248649496705,2.1,12.852,0.028,0,1
POL-2021128,0,7,4,2021,1834.8,6114,1965.0,10,0.313,3201926,1,False,2.0,-1,27,2,67.8,1,1,3.4,1,0,7.51523563278499,8.718500048121273,1.6,8.694000000000003,0.0313,0,1
POL-2021129,6,0,5,2022,194.1,1941,489.8,5,0.195,329726,0,True,0.0,-1,48,0,80.5,1,1,2.9,0,0,5.273512247629066,7.571473648851271,2.1,9.359999999999998,0.039,0,1
POL-2021130,3,4,0,2024,48.3,159,54.4,10,0.141,54347,0,True,0.0,1,39,3,96.5,1,0,3.1,0,0,3.8979240810486444,5.075173815233827,1.9,1.365000000000001,0.014099999999999998,0,0
POL-2021131,3,4,3,2023,76.5,318,228.1,15,0.242,116341,0,True,0.0,6,18,0,80.1,0,0,3.6,0,0,4.350277936359301,5.765191102784844,1.4,3.582000000000001,0.016133333333333333,0,0
POL-2021132,4,1,1,2024,7765.3,60169,115381.7,250,5.671,93043005,0,False,25.6,0,4,3,76.5,1,0,4.1,0,0,8.957549139470812,11.004929168214398,0.9000000000000004,0.94,0.022684000000000003,0,0
POL-2021133,1,2,0,2024,579.8,1030,763.6,5,0.205,596458,0,False,0.0,-1,10,1,92.7,1,0,2.3,1,0,6.364406463510586,6.93828448401696,2.7,0.7299999999999995,0.040999999999999995,0,0
POL-2021134,2,4,1,2022,53.3,125,758.0,15,0.417,94971,0,True,0.0,6,61,2,79.0,1,1,3.3,0,0,3.9945242269398897,4.836281906951478,1.7000000000000002,12.809999999999999,0.0278,0,1
POL-2021135,11,4,4,2022,590.8,1324,8633.3,10,0.244,952055,0,True,0.0,2,30,3,88.1,1,0,3.2,1,0,6.383168739966109,7.1891677384203225,1.7999999999999998,3.570000000000003,0.024399999999999998,1,0
POL-2021136,3,4,3,2021,232.2,1866,436.4,10,0.184,312213,0,True,0.0,1,23,2,78.8,1,1,1.9,0,1,5.451896454476337,7.532088143541722,3.1,4.876000000000002,0.0184,0,1
POL-2021137,11,4,1,2023,288.0,547,4295.4,250,10.635,3029930,0,True,0.0,5,160,1,63.9,0,0,3.6,1,0,5.666426688112432,6.306275286948016,1.4,57.76,0.04254,1,0
POL-2021138,11,4,1,2020,267.7,2572,3745.9,25,0.759,629802,0,True,0.0,0,30,1,82.0,0,0,2.5,1,0,5.593595515621446,7.8528278122817445,2.5,5.400000000000001,0.03036,1,0
POL-2021139,11,1,4,2021,1029.5,9133,12761.2,10,0.071,1816305,0,True,0.0,6,33,2,81.4,1,0,2.7,1,0,6.937799400330514,9.119758993744945,2.3,6.137999999999998,0.0070999999999999995,0,0
POL-2021140,2,0,5,2022,70.6,320,1043.1,50,1.801,242408,0,True,0.0,1,32,3,59.5,1,0,2.0,2,0,4.2710950739666,5.771441123130016,3.0,12.96,0.036019999999999996,0,0
POL-2021141,11,7,0,2022,506.9,2960,4217.5,15,0.294,999800,0,True,0.0,5,25,4,92.5,1,0,4.1,0,0,6.2302845778072,7.993282328101591,0.9000000000000004,1.874999999999999,0.0196,1,0
POL-2021142,8,0,1,2024,8678.8,30273,13934.2,25,0.689,23946707,0,False,0.0,-1,38,4,48.4,1,1,2.3,0,0,9.068753765914282,10.31804453732251,2.7,19.608,0.027559999999999998,0,1
POL-2021143,0,6,2,2024,502.7,996,1431.2,1,0.025,213157,1,False,3.6,-1,130,3,68.0,1,1,4.8,0,0,6.221980852751605,6.904750769961838,0.20000000000000018,41.599999999999994,0.025,0,1
POL-2021144,0,3,2,2023,1423.6,10095,3672.5,5,0.234,1507663,0,False,2.5,-1,22,1,72.8,1,1,2.2,1,0,7.261646351544253,9.219894584780995,2.8,5.984,0.0468,0,1
POL-2021145,5,7,0,2022,96.0,361,215.5,5,0.171,159272,0,False,0.0,-1,14,2,84.5,1,1,3.8,0,0,4.574710978503383,5.8916442118257715,1.2000000000000002,2.1700000000000004,0.0342,0,1
POL-2021146,2,2,1,2022,77.7,445,964.8,2,0.069,39754,0,True,0.0,4,9,1,93.9,1,1,3.8,0,0,4.365643155423357,6.100318952020064,1.2000000000000002,0.5489999999999995,0.0345,0,1
POL-2021147,0,2,2,2021,2652.4,6581,6519.8,50,2.308,10454034,1,False,7.5,-1,10,2,95.8,1,0,3.0,0,0,7.883597115482816,8.792093929503284,2.0,0.4200000000000004,0.04616,0,0
POL-2021148,7,6,1,2023,376.6,2557,1107.4,25,1.169,1369787,0,False,0.0,-1,59,0,90.7,1,1,3.9,0,0,5.933835434271345,7.846980982138788,1.1,5.486999999999998,0.04676,0,1
POL-2021149,2,0,2,2021,128.5,211,1139.3,15,0.086,231622,0,True,0.0,3,43,1,85.2,1,1,3.5,0,0,4.863680881139593,5.356586274672012,1.5,6.364000000000001,0.0057333333333333325,0,1
POL-2021150,0,1,0,2022,900.7,1749,1369.9,15,0.644,1682544,1,False,33.2,-1,25,0,69.5,1,0,2.2,0,0,6.804281870505861,7.4673710669175595,2.8,7.625000000000001,0.04293333333333334,0,0
POL-2021151,6,6,2,2022,417.2,1300,767.8,10,0.39,933687,0,True,0.0,-1,31,0,64.4,1,1,5.0,1,0,6.035959786994534,7.170888478512505,0.0,11.036,0.039,0,1
POL-2021152,5,7,4,2021,224.9,810,338.0,5,0.103,266774,0,False,0.0,-1,70,1,79.4,1,1,1.0,1,1,5.420092423473958,6.698268054115413,4.0,14.419999999999998,0.0206,0,1
POL-2021153,2,2,2,2020,82.5,416,922.1,15,0.612,142141,0,True,0.0,6,18,0,82.2,1,0,3.8,1,0,4.42484663185681,6.0330862217988015,1.2000000000000002,3.203999999999999,0.040799999999999996,0,0
POL-2021154,8,7,1,2020,942.1,6396,2314.9,5,0.243,991969,0,False,0.0,-1,93,3,61.9,1,1,2.3,1,0,6.8491723215498395,8.763584409450138,2.7,35.433,0.0486,0,1
POL-2021155,0,6,4,2021,434.7,4056,660.7,2,0.064,281044,1,False,34.4,-1,14,4,95.6,1,1,2.4,0,0,6.076953933123397,8.308199063206446,2.6,0.6160000000000005,0.032,0,1
POL-2021156,2,7,4,2021,202.1,618,2943.5,25,0.904,417288,0,True,0.0,4,22,1,80.8,1,1,3.0,0,1,5.313698468586339,6.428105272684596,2.0,4.224000000000001,0.03616,0,1
POL-2021157,0,7,4,2022,1027.7,2966,2749.8,5,0.177,879872,1,False,25.0,-1,50,4,77.1,1,0,2.5,1,1,6.936051148136984,7.995306620290822,2.5,11.450000000000005,0.0354,0,0
POL-2021158,11,3,2,2022,1031.0,1926,14134.3,50,0.891,3990012,0,True,0.0,1,17,2,48.9,1,1,2.7,0,0,6.939253946041508,7.563719668414366,2.3,8.687,0.01782,0,1
POL-2021159,10,3,4,2023,50474.3,123392,752477.8,25,1.212,161944644,0,True,0.0,3,24,1,76.9,1,0,2.4,0,0,10.82923938669978,11.723129662750436,2.6,5.544,0.048479999999999995,0,0
POL-2021160,2,2,1,2023,114.4,398,1405.3,50,0.93,446158,0,True,0.0,0,9,3,95.9,1,1,4.2,0,0,4.748404354073999,5.988961416889864,0.7999999999999998,0.36899999999999933,0.018600000000000002,0,1
POL-2021161,0,0,5,2020,812.9,4875,1594.6,25,0.828,2200500,0,False,37.6,-1,32,0,78.9,1,1,3.7,0,0,6.7018375083329955,8.492080490601163,1.2999999999999998,6.751999999999999,0.03312,0,1
POL-2021162,10,3,3,2021,26308.9,240851,230449.4,50,1.238,135336179,0,True,0.0,4,65,2,55.9,1,1,4.3,0,0,10.177700573190931,12.391937915947492,0.7000000000000002,28.665000000000003,0.02476,0,1
POL-2021163,2,1,5,2020,183.4,1184,2441.0,1,0.025,62672,0,True,0.0,6,46,4,85.1,1,1,3.2,0,0,5.2171073111224935,7.077498053569231,1.7999999999999998,6.854000000000001,0.025,0,1
POL-2021164,11,7,1,2021,420.7,1449,6153.8,15,0.18,955599,0,True,0.0,6,13,1,96.3,1,0,3.9,0,0,6.044294160752514,7.27931883541462,1.1,0.4810000000000004,0.012,1,0
POL-2021165,5,6,4,2020,349.7,3650,576.7,15,0.748,894098,0,False,0.0,-1,50,0,75.7,1,0,4.9,0,0,5.859931157146132,8.202756381655638,0.09999999999999964,12.15,0.04986666666666666,0,0
POL-2021166,1,2,5,2021,727.8,4377,964.9,10,0.218,1502660,1,False,0.0,-1,50,2,92.3,1,1,5.0,0,0,6.5913993459457485,8.384347278082808,0.0,3.850000000000003,0.0218,0,1
POL-2021167,8,6,1,2022,1945.8,9323,3514.1,2,0.068,1245640,0,False,0.0,-1,13,3,74.5,1,1,5.0,1,0,7.573942277959299,9.140347000155648,0.0,3.315,0.034,0,1
POL-2021168,11,1,5,2023,1224.2,2083,10201.6,10,0.287,1710045,0,True,0.0,1,42,1,54.8,1,0,4.3,0,0,7.11085937495862,7.642044402873258,0.7000000000000002,18.984,0.028699999999999996,0,0
POL-2021169,8,2,5,2022,3849.2,15163,9494.3,2,0.062,2246906,0,False,0.0,-1,69,0,62.4,1,1,2.4,0,1,8.255880373984525,9.626679476636225,2.6,25.944,0.031,0,1
POL-2021170,10,1,2,2024,19705.8,132630,271124.1,50,0.421,90553021,0,True,0.0,0,34,3,58.6,1,0,3.6,1,0,9.88871903283095,11.795326115232273,1.4,14.076,0.00842,0,0
POL-2021171,0,4,5,2021,893.6,3029,1600.5,5,0.032,758112,1,False,2.1,-1,311,1,90.1,1,1,3.6,0,0,6.7963766909987475,8.016317898503415,1.4,30.789000000000026,0.0064,0,1
POL-2021172,9,1,2,2022,3869.5,12887,50413.9,5,0.166,6247284,1,False,0.0,4,75,1,88.0,1,0,4.9,0,0,8.261138976644768,9.464051924856811,0.09999999999999964,9.0,0.0332,0,0
POL-2021173,7,4,1,2022,301.1,1040,351.7,5,0.234,414179,1,False,0.0,-1,25,0,77.9,0,1,1.7,0,0,5.710758088392627,6.947937068614969,3.3,5.5249999999999995,0.0468,0,0
POL-2021174,11,1,3,2021,353.8,2239,4768.6,10,0.402,483660,0,True,0.0,2,90,4,91.7,0,1,3.4,0,0,5.871554250435424,7.7142311448490855,1.6,7.469999999999997,0.0402,0,0
POL-2021175,5,0,3,2023,245.8,627,698.4,25,0.957,784170,0,False,0.0,-1,35,3,91.5,1,1,4.3,3,0,5.508578292031233,6.4425401664681985,0.7000000000000002,2.9749999999999988,0.03828,0,1
POL-2021176,11,0,5,2022,400.3,1069,4251.0,5,0.124,380287,0,True,0.0,4,97,3,56.7,1,1,4.1,0,1,5.994709277272871,6.975413927455952,0.9000000000000004,42.001,0.0248,1,1
POL-2021177,0,6,3,2021,1585.9,7348,3291.1,5,0.231,1791639,1,False,768.8,-1,33,2,85.9,0,0,3.3,1,0,7.369537706568797,8.90231952852887,1.7000000000000002,4.652999999999997,0.046200000000000005,0,0
POL-2021178,5,0,2,2021,86.0,275,119.2,15,0.62,245130,0,False,0.0,-1,50,2,91.7,1,1,3.2,0,0,4.465908118654584,5.62040086571715,1.7999999999999998,4.149999999999999,0.04133333333333333,0,1
POL-2021179,11,1,2,2020,1114.7,4668,13032.6,2,0.082,589116,0,True,0.0,1,11,4,92.3,1,1,3.5,1,0,7.017237289599134,8.448700194970938,1.5,0.8470000000000008,0.041,0,1
POL-2021180,0,2,2,2021,1421.8,10614,2315.9,15,0.688,2708777,1,False,1.2,-1,13,1,84.7,1,0,4.4,2,0,7.2603820400743,9.270023374137356,0.5999999999999996,1.9890000000000003,0.04586666666666666,0,0
POL-2021181,5,0,0,2024,82.7,221,110.4,5,0.058,103144,0,False,0.0,-1,90,3,86.4,1,0,3.8,1,0,4.4272389774954295,5.402677381872279,1.2000000000000002,12.239999999999991,0.011600000000000001,0,0
POL-2021182,11,3,0,2021,601.8,3823,7278.4,2,0.092,336993,0,True,0.0,1,81,0,89.7,1,1,1.9,0,1,6.401585466752341,8.249052274171293,3.1,8.342999999999998,0.046,0,1
POL-2021183,1,2,1,2023,765.9,2198,929.4,25,0.786,2056817,0,False,0.0,-1,33,3,80.5,1,1,3.7,0,0,6.642356414770814,7.695757990554761,1.2999999999999998,6.434999999999999,0.03144,0,1
POL-2021184,2,3,3,2021,122.8,972,1761.4,100,0.668,758565,0,True,0.0,2,68,4,80.1,0,1,4.1,0,0,4.818667360250496,6.880384082186005,0.9000000000000004,13.532000000000004,0.00668,0,0
POL-2021185,3,4,4,2020,100.8,261,241.7,25,1.134,190636,0,True,0.0,3,9,4,81.6,1,1,2.8,0,0,4.623010104116422,5.568344503761097,2.2,1.6560000000000006,0.04536,0,1
POL-2021186,11,4,0,2024,221.6,730,3034.2,25,0.551,617285,0,True,0.0,4,8,3,85.1,1,1,3.3,0,0,5.4053764388414445,6.594413459749778,1.7000000000000002,1.1920000000000002,0.02204,1,1
POL-2021187,1,6,5,2021,1430.9,5409,2873.5,25,0.381,4190845,0,False,0.0,-1,16,4,76.8,1,0,3.6,0,0,7.266757512679961,8.596004371840527,1.4,3.7119999999999997,0.01524,0,0
POL-2021188,8,5,0,2024,3043.0,8738,3089.8,5,0.163,3110793,0,False,0.0,-1,18,4,75.3,1,1,3.7,1,0,8.020927718981577,9.075551045627543,1.2999999999999998,4.446,0.032600000000000004,0,1
POL-2021189,9,5,2,2024,4911.3,18297,72515.6,5,0.105,7408625,0,False,0.0,2,12,4,81.1,1,1,3.3,1,0,8.499497542880547,9.81454704323948,1.7000000000000002,2.2680000000000007,0.020999999999999998,0,1
POL-2021190,7,5,2,2022,393.0,1562,1145.7,50,1.264,1944448,1,False,0.0,-1,20,2,73.2,1,1,2.7,1,1,5.976350909297934,7.354362330421477,2.3,5.36,0.02528,0,1
POL-2021191,4,1,4,2022,18819.2,70072,192042.1,25,1.02,52224153,0,False,6.4,1,28,4,65.2,1,1,2.9,1,0,9.842686040075465,11.157292834776602,2.1,9.744,0.0408,0,1
POL-2021192,5,6,1,2024,172.2,279,471.9,5,0.067,212830,0,False,0.0,-1,44,1,78.9,1,1,3.3,0,0,5.154446996128335,5.634789603169249,1.7000000000000002,9.283999999999999,0.0134,0,1
POL-2021193,5,7,4,2020,163.9,539,363.2,25,1.126,697284,0,False,0.0,-1,61,0,80.8,1,0,4.0,0,0,5.105339229565553,6.29156913955832,1.0,11.712000000000003,0.04504,0,0
POL-2021194,2,0,1,2021,69.4,543,893.7,15,0.274,135110,0,True,0.0,5,12,2,82.7,0,1,2.5,0,0,4.254193263163997,6.298949246855942,2.5,2.075999999999999,0.018266666666666667,0,0
POL-2021195,4,3,4,2022,3762.5,10178,40042.3,100,4.505,19828592,0,False,334.7,5,9,0,97.7,1,0,3.4,1,0,8.233104654474587,9.22808205345234,1.6,0.20700000000000018,0.04505,0,0
POL-2021196,0,6,1,2022,742.5,4346,1308.5,5,0.22,737331,1,False,6.1,-1,37,3,78.6,1,0,4.3,0,0,6.61136876590021,8.377241230988792,0.7000000000000002,7.918000000000003,0.044,0,0
POL-2021197,5,7,0,2020,250.0,806,398.8,10,0.38,498703,0,False,0.0,-1,23,4,71.6,1,0,2.8,0,0,5.5254529391317835,6.693323668269949,2.2,6.532000000000001,0.038,0,0
POL-2021198,7,3,3,2023,354.3,627,955.3,50,1.251,1757665,1,False,0.0,-1,91,2,78.3,1,0,5.0,0,0,5.872962503026981,6.4425401664681985,0.0,19.747000000000007,0.025019999999999997,0,0
POL-2021199,6,7,1,2020,296.5,1302,838.6,5,0.154,462044,0,True,0.0,-1,13,1,82.4,1,0,2.7,0,1,5.695414224985685,7.172424577124845,2.3,2.2879999999999994,0.0308,0,0
POL-2021200,3,4,0,2021,77.6,350,182.2,15,0.127,117165,0,True,0.0,0,40,4,90.9,1,1,4.1,0,0,4.364371699435161,5.860786223465865,0.9000000000000004,3.639999999999999,0.008466666666666667,0,1
POL-2021201,11,6,3,2022,972.6,1877,10326.9,25,0.391,2275724,0,True,0.0,2,43,2,90.6,1,1,3.5,0,0,6.881000541673317,7.537962659768208,1.5,4.042000000000003,0.01564,1,1
POL-2021202,11,4,1,2022,939.1,4827,13826.7,5,0.083,962086,0,True,0.0,3,40,1,68.1,1,0,2.8,1,1,6.845986252584505,8.482187582217422,2.2,12.760000000000002,0.0166,1,0
POL-2021203,10,3,1,2024,17485.4,67736,217325.5,500,21.208,377599375,0,True,0.0,5,20,2,75.6,1,0,3.4,1,1,9.76917871492241,11.123387838411437,1.6,4.880000000000003,0.042415999999999995,0,0
POL-2021204,0,6,0,2022,470.3,4050,743.7,25,1.14,1074793,1,False,1.4,-1,125,0,63.9,0,1,3.6,0,0,6.155494833929685,8.30671904320269,1.4,45.125,0.045599999999999995,0,0
POL-2021205,1,2,1,2023,524.4,1339,1372.1,10,0.196,937814,1,False,0.0,-1,39,3,67.9,0,1,4.8,1,0,6.26415987725144,7.200424892944957,0.20000000000000018,12.518999999999998,0.0196,0,0
POL-2021206,11,0,0,2022,888.5,7042,11666.5,5,0.216,953553,0,True,0.0,3,87,0,92.6,1,1,3.3,0,0,6.7906595071058895,8.85978949474541,1.7000000000000002,6.438000000000006,0.0432,1,1
POL-2021207,2,4,5,2024,77.1,238,993.0,1,0.042,27852,0,True,0.0,1,80,4,97.2,1,1,3.2,2,0,4.35799005684564,5.476463551931511,1.7999999999999998,2.240000000000002,0.042,0,1
POL-2021208,2,7,0,2022,78.9,172,633.4,10,0.052,97548,0,True,0.0,0,23,1,56.1,1,0,2.7,0,0,4.380775852772229,5.153291594497779,2.3,10.097,0.0052,0,0
POL-2021209,0,7,3,2023,3220.3,9808,3225.8,5,0.117,3815129,1,False,2.7,-1,21,3,86.3,1,1,1.3,0,0,8.07754028377083,9.191055610564316,3.7,2.8770000000000002,0.0234,0,1
POL-2021210,7,3,2,2024,331.6,906,707.4,25,0.235,1262446,1,False,0.0,-1,20,0,88.3,1,0,2.4,0,0,5.806940566758827,6.810142450115136,2.6,2.34,0.009399999999999999,0,0
POL-2021211,6,6,3,2023,596.6,2939,1338.8,10,0.388,1208589,0,True,0.0,-1,39,1,94.8,0,1,4.3,0,0,6.392921633818608,7.986164860332727,0.7000000000000002,2.028000000000002,0.0388,0,0
POL-2021212,11,2,3,2021,699.1,3749,8373.9,1,0.049,236477,0,True,0.0,3,36,3,70.0,1,1,4.4,1,0,6.551223181983152,8.229511118964457,0.5999999999999996,10.8,0.049,1,1
POL-2021213,0,7,4,2022,455.0,2358,660.1,10,0.232,654779,1,False,8.2,-1,17,4,90.1,1,0,3.5,0,0,6.1224928095143865,7.765993079407675,1.5,1.6830000000000016,0.023200000000000002,0,0
POL-2021214,6,7,4,2020,186.0,1004,546.6,5,0.201,236919,0,True,0.0,-1,7,2,77.1,0,0,2.6,1,1,5.231108616854587,6.912742820493176,2.4,1.6030000000000006,0.0402,0,0
POL-2021215,8,4,1,2023,7352.4,35101,14593.4,100,1.936,43839044,0,False,0.0,-1,7,3,68.3,1,0,3.6,1,0,8.902918070281423,10.466013387887635,1.4,2.2190000000000003,0.01936,0,0
POL-2021216,2,5,5,2021,16.7,53,226.4,5,0.106,14682,0,True,0.0,1,11,4,97.8,0,0,3.5,0,0,2.8735646395797834,3.9889840465642745,1.5,0.24200000000000021,0.0212,0,0
POL-2021217,11,5,0,2021,1811.0,5709,22210.5,5,0.224,1875322,0,True,0.0,6,58,1,80.8,1,1,4.6,0,0,7.502186486602924,8.649974302650056,0.40000000000000036,11.136000000000003,0.0448,0,1
POL-2021218,10,5,3,2023,5363.1,27591,61898.1,250,7.949,74721679,0,True,0.0,6,8,3,88.6,1,1,3.0,0,0,8.587483887031672,10.225281154616678,2.0,0.9120000000000008,0.031796,0,1
POL-2021219,11,5,3,2020,1063.3,4260,10513.3,5,0.206,1096967,0,True,0.0,4,22,1,65.9,1,1,4.0,1,0,6.9700725850469984,8.357259153499912,1.0,7.501999999999999,0.0412,0,1
POL-2021220,0,5,0,2023,1720.4,15123,3901.8,5,0.124,1862711,1,False,2.6,-1,40,0,90.5,1,0,3.6,0,0,7.450893192215374,9.624038165010823,1.4,3.799999999999999,0.0248,0,0
POL-2021221,0,0,3,2022,512.3,1517,1453.0,5,0.206,471034,1,False,29.9,-1,159,4,90.0,1,1,2.6,0,0,6.2408604695662575,7.325148957955575,2.4,15.899999999999997,0.0412,0,1
POL-2021222,1,2,5,2021,488.2,2688,1431.1,100,2.116,3561325,1,False,0.0,-1,20,4,93.4,1,1,1.2,1,0,6.192771403813017,7.896924656268864,3.8,1.319999999999999,0.02116,0,1
POL-2021223,11,0,0,2023,638.0,4678,8968.8,1,0.025,267736,0,True,0.0,6,29,2,79.4,1,0,4.6,0,0,6.459904454377535,8.450839690866216,0.40000000000000036,5.973999999999998,0.025,1,0
POL-2021224,11,5,4,2022,287.7,1555,3287.8,5,0.176,271098,0,True,0.0,4,59,2,91.6,1,1,2.8,0,1,5.665388086668889,7.349873704738337,2.2,4.956000000000005,0.035199999999999995,0,1
POL-2021225,10,5,5,2020,13981.8,57283,173347.1,50,1.143,68565448,0,True,0.0,0,64,1,81.7,1,0,2.8,0,0,9.545583281856246,10.955776631598594,2.2,11.711999999999996,0.022860000000000002,0,0
POL-2021226,9,1,5,2022,5781.3,8425,84051.6,50,1.614,32002657,0,False,0.0,6,22,0,86.9,1,1,2.9,0,0,8.662556806391146,9.039077442538963,2.1,2.881999999999998,0.03228,0,1
POL-2021227,11,1,0,2020,545.1,971,4958.7,250,6.011,6734247,0,True,0.0,3,37,2,75.0,1,1,3.1,0,0,6.302802109158108,6.879355804460439,1.9,9.25,0.024044,0,1
POL-2021228,3,4,2,2022,99.2,261,112.6,15,0.23,172016,0,True,0.0,5,25,4,94.8,0,0,2.6,0,0,4.607168188650764,5.568344503761097,2.4,1.3000000000000012,0.015333333333333334,0,0
POL-2021229,7,2,2,2022,611.2,1293,1698.5,10,0.06,1163245,1,False,0.0,-1,13,2,70.9,1,1,2.5,1,1,6.417059026511312,7.165493475060845,2.5,3.782999999999999,0.006,0,1
POL-2021230,3,4,0,2022,93.0,673,265.9,25,1.082,241650,0,True,0.0,1,4,0,30.0,1,0,3.5,0,0,4.543294782270004,6.513230110912307,1.5,2.8,0.043280000000000006,0,0
POL-2021231,1,2,0,2022,626.1,4722,842.4,2,0.055,468972,1,False,0.0,-1,71,2,80.0,1,0,3.9,0,0,6.441106017548975,8.460199469896118,1.1,14.199999999999998,0.0275,0,0
POL-2021232,1,2,5,2020,737.8,6704,1011.0,1,0.025,381448,1,False,0.0,-1,94,2,85.5,1,0,5.0,0,0,6.605027248325085,8.81060879571578,0.0,13.630000000000003,0.025,0,0
POL-2021233,0,7,5,2023,970.6,5568,1239.2,5,0.234,1117482,1,False,6.6,-1,42,0,61.7,1,1,3.2,1,0,6.878944197128018,8.624970783589669,1.7999999999999998,16.086,0.0468,0,1
POL-2021234,6,7,5,2021,777.0,3084,944.6,15,0.444,2216556,0,True,0.0,-1,108,1,87.2,1,1,2.0,1,0,6.656726524178391,8.034306936339489,3.0,13.824,0.0296,0,1
POL-2021235,11,3,2,2024,1363.5,10104,17870.7,10,0.299,1801782,0,True,0.0,2,124,3,80.3,1,1,3.8,1,0,7.218543340148393,9.22078562983772,1.2000000000000002,24.428000000000008,0.0299,0,1
POL-2021236,2,3,5,2023,72.9,197,612.2,10,0.404,84608,0,True,0.0,4,36,3,89.5,1,0,3.0,0,0,4.302712827954156,5.288267030694535,2.0,3.7799999999999994,0.040400000000000005,0,0
POL-2021237,11,5,4,2022,1040.5,2495,12996.3,10,0.302,1524609,0,True,0.0,1,65,1,72.1,1,0,2.7,0,0,6.948417260701027,7.822444729489319,2.3,18.135,0.030199999999999998,0,0
POL-2021238,11,6,3,2023,417.4,2601,4820.7,500,17.309,5849233,0,True,0.0,5,31,1,99.1,1,0,2.5,0,0,6.0364379127507135,7.86403565907245,2.5,0.27900000000000025,0.034618,1,0
POL-2021239,4,1,0,2024,15362.5,46485,183539.5,250,5.4,158674056,0,False,2.0,4,102,2,86.8,1,0,1.0,0,0,9.639749845327806,10.746906470974373,4.0,13.464,0.0216,0,0
POL-2021240,8,2,4,2022,1329.1,12091,2649.9,10,0.443,2215358,0,False,0.0,-1,65,4,93.8,1,1,4.4,0,0,7.19300940635925,9.40029935589935,0.5999999999999996,4.030000000000004,0.0443,0,1
