policy_id,insured_id,system_class,stated_rto_hours,stated_rpo_hours,revenue_dependency_pct,has_hot_dr_site,third_party_dependency,last_dr_test_date
POL-2021061,INS-11061,Settlement & Clearing,6.6,2.0,24.4,True,Single Vendor,2023-07-21
POL-2021062,INS-11062,Trading/OMS,2.3,0.7,53.2,False,None,2024-05-30
POL-2021062,INS-11062,Back-Office/ERP,16.8,14.8,6.5,True,Single Vendor,2024-02-19
POL-2021062,INS-11062,Market Data Infrastructure,2.8,0.9,17.1,False,None,2024-05-04
POL-2021062,INS-11062,Email & Productivity,21.1,16.3,2.0,False,Multi-Vendor,2024-01-29
POL-2021062,INS-11062,Settlement & Clearing,5.9,1.1,31.6,False,Single Vendor,2023-07-30
POL-2021063,INS-11063,Core Banking Platform,7.0,2.0,28.2,False,Multi-Vendor,2023-03-14
POL-2021063,INS-11063,Back-Office/ERP,18.7,10.2,3.3,False,Multi-Vendor,2024-03-01
POL-2021063,INS-11063,Email & Productivity,22.4,17.7,3.2,True,Single Vendor,2024-08-27
POL-2021063,INS-11063,Payment Processing,3.0,1.3,30.7,True,Multi-Vendor,2023-01-28
POL-2021063,INS-11063,Customer Digital Channels,8.4,7.3,14.6,True,Multi-Vendor,2024-10-03
POL-2021064,INS-11064,Core Banking Platform,4.1,0.9,24.3,False,Multi-Vendor,2024-04-01
POL-2021064,INS-11064,Back-Office/ERP,44.2,8.5,5.9,False,Multi-Vendor,2023-04-15
POL-2021064,INS-11064,Email & Productivity,30.2,18.3,4.0,False,None,2023-03-07
POL-2021064,INS-11064,Payment Processing,7.2,0.8,38.3,False,Single Vendor,2024-09-04
POL-2021064,INS-11064,Customer Digital Channels,10.3,4.6,22.8,False,Multi-Vendor,2023-02-07
POL-2021065,INS-11065,Trading/OMS,3.9,0.4,54.7,True,None,2024-03-10
POL-2021065,INS-11065,Back-Office/ERP,23.1,9.6,6.5,True,Single Vendor,2024-03-24
POL-2021065,INS-11065,Market Data Infrastructure,2.8,0.8,15.1,True,Multi-Vendor,2023-01-10
POL-2021065,INS-11065,Email & Productivity,41.4,16.7,2.2,True,None,2023-11-23
POL-2021065,INS-11065,Settlement & Clearing,5.1,1.9,28.2,True,Multi-Vendor,2023-07-15
POL-2021066,INS-11066,Trading/OMS,3.3,0.9,30.3,True,None,2023-01-02
POL-2021066,INS-11066,Back-Office/ERP,34.9,9.5,3.6,False,None,2023-07-11
POL-2021066,INS-11066,Market Data Infrastructure,1.9,1.7,10.9,False,Single Vendor,2023-06-19
POL-2021066,INS-11066,Email & Productivity,26.5,12.8,1.9,False,Multi-Vendor,2024-07-08
POL-2021066,INS-11066,Settlement & Clearing,5.2,1.7,15.4,False,Multi-Vendor,2023-08-21
POL-2021067,INS-11067,Trading/OMS,1.7,0.8,48.4,True,None,2023-06-26
POL-2021067,INS-11067,Back-Office/ERP,39.1,8.0,6.2,True,Single Vendor,2023-03-23
POL-2021067,INS-11067,Market Data Infrastructure,2.6,1.5,10.1,True,Multi-Vendor,2024-09-23
POL-2021067,INS-11067,Email & Productivity,23.2,20.5,2.3,False,None,2024-01-16
POL-2021067,INS-11067,Settlement & Clearing,3.3,1.5,26.0,True,Single Vendor,2024-09-25
POL-2021068,INS-11068,Email & Productivity,35.8,18.0,3.0,True,Single Vendor,2024-09-24
POL-2021068,INS-11068,Back-Office/ERP,32.2,15.2,5.1,False,Multi-Vendor,2024-04-08
POL-2021069,INS-11069,Payment Processing,6.0,1.0,38.9,False,Single Vendor,2023-06-17
POL-2021069,INS-11069,Customer Digital Channels,5.9,5.7,18.1,True,None,2024-10-24
POL-2021069,INS-11069,Email & Productivity,35.6,14.0,3.5,True,None,2023-10-12
POL-2021069,INS-11069,Back-Office/ERP,17.4,9.8,6.3,False,None,2023-09-21
POL-2021070,INS-11070,Core Banking Platform,4.1,0.8,34.9,True,Multi-Vendor,2024-05-02
POL-2021070,INS-11070,Back-Office/ERP,47.3,6.3,3.3,True,Single Vendor,2023-06-23
POL-2021070,INS-11070,Email & Productivity,35.4,12.3,2.8,True,Multi-Vendor,2024-03-09
POL-2021070,INS-11070,Payment Processing,7.1,1.0,35.3,True,Single Vendor,2024-08-15
POL-2021070,INS-11070,Customer Digital Channels,10.8,7.5,27.6,True,Multi-Vendor,2024-12-22
POL-2021071,INS-11071,Trading/OMS,2.7,0.7,53.9,False,Single Vendor,2024-09-05
POL-2021071,INS-11071,Back-Office/ERP,26.7,8.0,6.9,False,Multi-Vendor,2023-10-07
POL-2021071,INS-11071,Market Data Infrastructure,2.5,0.7,19.1,True,Single Vendor,2024-11-06
POL-2021071,INS-11071,Email & Productivity,35.5,11.0,1.9,False,Single Vendor,2023-08-07
POL-2021071,INS-11071,Settlement & Clearing,4.3,1.9,33.7,False,Single Vendor,2024-12-20
POL-2021072,INS-11072,Core Banking Platform,4.4,1.8,33.4,False,Multi-Vendor,2023-06-24
POL-2021072,INS-11072,Back-Office/ERP,37.2,9.1,5.1,False,None,2023-12-15
POL-2021072,INS-11072,Email & Productivity,26.0,9.4,2.1,True,Single Vendor,2024-08-11
POL-2021072,INS-11072,Payment Processing,4.3,2.0,41.2,False,Multi-Vendor,2024-10-18
POL-2021072,INS-11072,Customer Digital Channels,14.2,4.0,19.1,False,None,2024-02-04
POL-2021073,INS-11073,Core Banking Platform,5.1,1.2,22.3,False,None,2024-04-25
POL-2021073,INS-11073,Back-Office/ERP,33.5,6.4,6.2,True,Multi-Vendor,2023-04-13
POL-2021073,INS-11073,Email & Productivity,38.4,13.9,3.4,True,Multi-Vendor,2023-08-12
POL-2021073,INS-11073,Payment Processing,4.0,1.0,25.5,False,Multi-Vendor,2024-11-19
POL-2021073,INS-11073,Customer Digital Channels,13.9,3.9,21.0,False,Single Vendor,2023-01-05
POL-2021074,INS-11074,Core Banking Platform,3.8,1.1,27.6,False,None,2024-08-06
POL-2021074,INS-11074,Trading/OMS,3.1,0.7,53.0,True,None,2023-12-16
POL-2021074,INS-11074,Back-Office/ERP,23.7,5.7,5.7,False,Single Vendor,2023-01-27
POL-2021074,INS-11074,Market Data Infrastructure,1.7,1.0,12.7,False,Multi-Vendor,2023-12-31
POL-2021074,INS-11074,Email & Productivity,40.1,18.2,2.2,False,Multi-Vendor,2024-02-24
POL-2021074,INS-11074,Payment Processing,5.9,1.6,27.3,False,Single Vendor,2024-03-11
POL-2021074,INS-11074,Customer Digital Channels,8.2,6.3,21.8,False,Multi-Vendor,2024-03-05
POL-2021074,INS-11074,Settlement & Clearing,3.2,1.6,24.8,True,Single Vendor,2024-11-23
POL-2021075,INS-11075,Core Banking Platform,6.7,0.9,28.2,False,Single Vendor,2023-01-18
POL-2021075,INS-11075,Back-Office/ERP,33.8,10.6,4.5,False,Single Vendor,2023-03-25
POL-2021075,INS-11075,Email & Productivity,40.1,17.2,3.5,False,None,2023-02-28
POL-2021075,INS-11075,Payment Processing,3.6,1.6,29.1,True,Single Vendor,2023-05-13
POL-2021075,INS-11075,Customer Digital Channels,6.0,4.0,12.4,True,Multi-Vendor,2023-05-21
POL-2021076,INS-11076,Payment Processing,5.2,1.1,41.7,True,Multi-Vendor,2023-10-20
POL-2021076,INS-11076,Customer Digital Channels,14.6,7.1,20.0,False,Multi-Vendor,2023-01-24
POL-2021076,INS-11076,Email & Productivity,42.0,12.6,3.1,False,None,2023-10-12
POL-2021076,INS-11076,Back-Office/ERP,29.1,7.4,3.3,True,Single Vendor,2023-03-04
POL-2021077,INS-11077,Trading/OMS,2.9,0.4,52.8,True,Multi-Vendor,2024-10-10
POL-2021077,INS-11077,Back-Office/ERP,45.5,7.3,4.9,True,Single Vendor,2024-01-18
POL-2021077,INS-11077,Market Data Infrastructure,3.3,1.1,20.0,True,None,2023-10-11
POL-2021077,INS-11077,Email & Productivity,44.5,10.0,1.9,False,Single Vendor,2024-04-09
POL-2021077,INS-11077,Settlement & Clearing,7.9,1.9,23.4,False,Multi-Vendor,2023-12-05
POL-2021078,INS-11078,Email & Productivity,18.4,18.1,2.5,True,Single Vendor,2024-03-03
POL-2021078,INS-11078,Back-Office/ERP,46.0,13.9,5.6,False,Single Vendor,2023-11-27
POL-2021079,INS-11079,Core Banking Platform,4.3,1.6,29.1,False,None,2024-05-12
POL-2021079,INS-11079,Back-Office/ERP,18.0,10.9,5.0,False,Single Vendor,2024-07-27
POL-2021079,INS-11079,Email & Productivity,40.6,21.9,2.7,False,Multi-Vendor,2023-12-28
POL-2021079,INS-11079,Payment Processing,5.1,1.3,25.8,False,Multi-Vendor,2023-06-08
POL-2021079,INS-11079,Customer Digital Channels,13.3,5.5,26.6,True,None,2023-06-24
POL-2021080,INS-11080,Trading/OMS,3.1,0.5,32.9,False,Multi-Vendor,2024-07-18
POL-2021080,INS-11080,Back-Office/ERP,28.4,9.2,4.6,False,Single Vendor,2024-04-13
POL-2021080,INS-11080,Market Data Infrastructure,1.9,2.0,10.7,False,Multi-Vendor,2023-02-22
POL-2021080,INS-11080,Email & Productivity,37.2,8.6,2.8,True,Single Vendor,2023-11-29
POL-2021080,INS-11080,Settlement & Clearing,4.4,1.2,25.0,False,None,2024-05-06
POL-2021081,INS-11081,Trading/OMS,3.0,0.7,49.7,True,Multi-Vendor,2023-06-29
POL-2021081,INS-11081,Back-Office/ERP,43.1,14.8,5.9,False,Multi-Vendor,2024-12-03
POL-2021081,INS-11081,Market Data Infrastructure,1.6,1.9,20.4,False,Single Vendor,2023-12-02
POL-2021081,INS-11081,Email & Productivity,39.0,16.5,2.4,False,None,2024-10-01
POL-2021081,INS-11081,Settlement & Clearing,6.7,1.8,28.3,True,Single Vendor,2024-11-25
POL-2021082,INS-11082,Payment Processing,6.1,1.0,26.6,False,Multi-Vendor,2024-09-23
POL-2021082,INS-11082,Customer Digital Channels,13.1,2.9,22.3,True,None,2023-08-18
POL-2021082,INS-11082,Email & Productivity,40.7,13.6,2.0,False,Single Vendor,2023-10-03
POL-2021082,INS-11082,Back-Office/ERP,42.4,7.1,4.5,True,None,2023-03-02
POL-2021083,INS-11083,Trading/OMS,3.2,0.9,58.0,True,None,2023-12-17
POL-2021083,INS-11083,Back-Office/ERP,33.3,10.5,6.4,False,None,2023-05-12
POL-2021083,INS-11083,Market Data Infrastructure,2.9,1.5,14.2,True,Single Vendor,2024-07-31
POL-2021083,INS-11083,Email & Productivity,28.4,15.9,2.7,False,Single Vendor,2023-11-24
POL-2021083,INS-11083,Settlement & Clearing,4.6,2.0,21.7,True,Multi-Vendor,2024-07-10
POL-2021084,INS-11084,Core Banking Platform,4.1,1.2,37.5,True,Multi-Vendor,2023-07-26
POL-2021084,INS-11084,Back-Office/ERP,45.2,13.8,6.4,False,Multi-Vendor,2024-05-08
POL-2021084,INS-11084,Email & Productivity,43.6,22.8,2.4,True,None,2023-12-08
POL-2021084,INS-11084,Payment Processing,5.2,1.2,27.2,True,Single Vendor,2024-03-03
POL-2021084,INS-11084,Customer Digital Channels,12.4,4.9,21.9,True,None,2024-03-20
POL-2021085,INS-11085,Payment Processing,4.8,1.1,26.5,False,None,2023-10-05
POL-2021085,INS-11085,Customer Digital Channels,14.0,5.9,27.6,True,Single Vendor,2023-05-25
POL-2021085,INS-11085,Email & Productivity,42.8,16.0,2.4,True,None,2023-07-29
POL-2021085,INS-11085,Back-Office/ERP,37.8,13.2,4.9,True,Single Vendor,2023-03-20
POL-2021086,INS-11086,Payment Processing,4.0,1.4,24.1,True,Multi-Vendor,2024-05-25
POL-2021086,INS-11086,Customer Digital Channels,15.4,6.1,16.7,False,None,2024-04-04
POL-2021086,INS-11086,Email & Productivity,23.5,19.6,3.5,True,None,2024-10-28
POL-2021086,INS-11086,Back-Office/ERP,35.4,12.0,5.4,True,Single Vendor,2024-09-09
POL-2021087,INS-11087,Core Banking Platform,4.7,1.9,34.4,False,None,2024-11-05
POL-2021087,INS-11087,Back-Office/ERP,17.4,9.2,3.5,True,Multi-Vendor,2023-02-12
POL-2021087,INS-11087,Email & Productivity,28.1,17.9,1.9,True,Multi-Vendor,2024-09-19
POL-2021087,INS-11087,Payment Processing,7.3,1.5,25.1,True,None,2024-01-29
POL-2021087,INS-11087,Customer Digital Channels,8.8,5.2,16.0,True,None,2023-07-27
POL-2021088,INS-11088,Trading/OMS,1.4,0.4,39.9,False,Multi-Vendor,2024-11-24
POL-2021088,INS-11088,Back-Office/ERP,20.7,5.8,6.4,True,Multi-Vendor,2024-01-18
POL-2021088,INS-11088,Market Data Infrastructure,2.1,1.4,11.2,True,None,2024-06-25
POL-2021088,INS-11088,Email & Productivity,18.3,20.0,2.1,False,None,2024-03-05
POL-2021088,INS-11088,Settlement & Clearing,2.9,1.5,15.3,True,Single Vendor,2023-02-25
POL-2021089,INS-11089,Trading/OMS,2.5,0.5,38.5,True,Multi-Vendor,2023-01-17
POL-2021089,INS-11089,Back-Office/ERP,16.9,15.6,5.1,False,None,2023-03-31
POL-2021089,INS-11089,Market Data Infrastructure,2.9,1.6,18.6,True,Multi-Vendor,2024-07-07
POL-2021089,INS-11089,Email & Productivity,35.8,20.3,2.9,True,None,2024-12-01
POL-2021089,INS-11089,Settlement & Clearing,4.7,1.8,32.3,False,None,2024-08-17
POL-2021090,INS-11090,Core Banking Platform,3.5,1.4,40.1,True,Single Vendor,2024-05-12
POL-2021090,INS-11090,Back-Office/ERP,19.4,15.3,5.1,False,Multi-Vendor,2024-02-28
POL-2021090,INS-11090,Email & Productivity,36.9,11.2,2.4,False,Single Vendor,2024-04-19
POL-2021090,INS-11090,Payment Processing,3.4,1.0,29.8,True,Single Vendor,2023-12-17
POL-2021090,INS-11090,Customer Digital Channels,14.3,5.6,15.9,False,Single Vendor,2024-01-22
POL-2021091,INS-11091,Trading/OMS,1.5,0.8,42.1,True,Single Vendor,2023-11-02
POL-2021091,INS-11091,Back-Office/ERP,47.5,13.7,6.2,True,None,2023-08-02
POL-2021091,INS-11091,Market Data Infrastructure,1.4,1.7,11.3,True,Multi-Vendor,2023-04-24
POL-2021091,INS-11091,Email & Productivity,35.1,15.4,3.2,False,Multi-Vendor,2023-09-14
POL-2021091,INS-11091,Settlement & Clearing,3.5,1.3,15.7,True,Multi-Vendor,2023-04-24
POL-2021092,INS-11092,Core Banking Platform,3.0,1.6,47.6,True,None,2023-05-24
POL-2021092,INS-11092,Back-Office/ERP,41.1,10.5,3.2,True,None,2024-08-10
POL-2021092,INS-11092,Email & Productivity,18.2,10.9,4.1,True,None,2023-08-29
POL-2021092,INS-11092,Payment Processing,4.9,1.8,34.9,False,Multi-Vendor,2024-09-25
POL-2021092,INS-11092,Customer Digital Channels,11.9,7.7,15.7,False,None,2023-07-16
POL-2021093,INS-11093,Payment Processing,5.2,1.8,31.2,False,None,2024-10-30
POL-2021093,INS-11093,Customer Digital Channels,8.2,3.9,24.0,False,None,2023-07-30
POL-2021093,INS-11093,Email & Productivity,17.2,22.7,1.8,True,Multi-Vendor,2023-03-13
POL-2021093,INS-11093,Back-Office/ERP,36.5,11.9,5.3,True,Multi-Vendor,2024-06-16
POL-2021094,INS-11094,Core Banking Platform,5.3,1.8,39.5,True,Multi-Vendor,2023-01-30
POL-2021094,INS-11094,Back-Office/ERP,41.2,6.8,3.2,False,None,2024-01-21
POL-2021094,INS-11094,Email & Productivity,17.7,10.7,3.4,True,Single Vendor,2023-05-22
POL-2021094,INS-11094,Payment Processing,5.4,1.7,22.6,False,Single Vendor,2023-01-15
POL-2021094,INS-11094,Customer Digital Channels,9.4,7.4,27.0,True,Single Vendor,2023-04-19
POL-2021095,INS-11095,Payment Processing,7.6,1.8,34.5,True,None,2023-11-01
POL-2021095,INS-11095,Customer Digital Channels,15.1,6.5,27.3,True,Multi-Vendor,2024-05-03
POL-2021095,INS-11095,Email & Productivity,17.6,22.8,3.1,False,None,2024-03-06
POL-2021095,INS-11095,Back-Office/ERP,20.3,7.8,6.4,False,Multi-Vendor,2023-09-08
POL-2021096,INS-11096,Core Banking Platform,5.4,2.0,24.3,False,Single Vendor,2024-11-07
POL-2021096,INS-11096,Back-Office/ERP,29.7,9.1,5.1,True,Multi-Vendor,2024-08-15
POL-2021096,INS-11096,Email & Productivity,36.6,18.7,1.8,False,None,2023-06-28
POL-2021096,INS-11096,Payment Processing,3.3,0.7,38.8,True,None,2024-03-23
POL-2021096,INS-11096,Customer Digital Channels,8.9,4.7,19.2,False,Single Vendor,2023-06-22
POL-2021097,INS-11097,Core Banking Platform,7.2,0.7,24.3,True,Multi-Vendor,2023-02-04
POL-2021097,INS-11097,Back-Office/ERP,38.2,15.6,5.6,True,Multi-Vendor,2024-01-05
POL-2021097,INS-11097,Email & Productivity,24.9,16.5,4.1,False,None,2024-04-09
POL-2021097,INS-11097,Payment Processing,5.5,1.2,27.2,False,None,2023-06-14
POL-2021097,INS-11097,Customer Digital Channels,15.7,6.5,23.0,True,None,2024-07-03
POL-2021098,INS-11098,Core Banking Platform,4.0,1.4,31.0,True,Multi-Vendor,2024-09-09
POL-2021098,INS-11098,Back-Office/ERP,24.3,14.9,4.5,False,Multi-Vendor,2024-11-16
POL-2021098,INS-11098,Email & Productivity,25.6,22.9,2.3,False,Multi-Vendor,2024-08-26
POL-2021098,INS-11098,Payment Processing,6.7,1.5,40.1,False,Single Vendor,2024-09-09
POL-2021098,INS-11098,Customer Digital Channels,14.3,6.5,17.0,True,None,2024-01-29
POL-2021099,INS-11099,Core Banking Platform,5.4,1.9,21.6,False,Single Vendor,2024-10-01
POL-2021099,INS-11099,Back-Office/ERP,41.6,8.2,3.7,False,Multi-Vendor,2024-12-24
POL-2021099,INS-11099,Email & Productivity,24.0,9.3,4.2,False,Single Vendor,2023-11-18
POL-2021099,INS-11099,Payment Processing,7.3,1.4,35.2,False,Single Vendor,2024-11-03
POL-2021099,INS-11099,Customer Digital Channels,11.4,7.0,25.5,False,Single Vendor,2024-03-18
POL-2021100,INS-10000,Email & Productivity,24.1,15.6,3.3,True,Single Vendor,2023-05-28
POL-2021100,INS-10000,Back-Office/ERP,47.3,12.7,6.6,True,Multi-Vendor,2023-01-07
POL-2021101,INS-10001,Trading/OMS,3.6,0.7,59.2,True,None,2024-01-15
POL-2021101,INS-10001,Back-Office/ERP,28.6,9.5,6.1,True,None,2024-06-22
POL-2021101,INS-10001,Market Data Infrastructure,1.7,1.1,16.3,True,Multi-Vendor,2024-01-10
POL-2021101,INS-10001,Email & Productivity,29.9,23.1,4.1,True,Single Vendor,2023-01-10
POL-2021101,INS-10001,Settlement & Clearing,5.4,1.4,29.5,False,Multi-Vendor,2024-08-25
POL-2021102,INS-10002,Core Banking Platform,5.2,0.9,41.9,False,Single Vendor,2024-09-05
POL-2021102,INS-10002,Back-Office/ERP,39.8,8.1,6.3,False,None,2023-05-08
POL-2021102,INS-10002,Email & Productivity,35.9,12.1,3.4,False,Single Vendor,2024-01-20
POL-2021102,INS-10002,Payment Processing,4.0,1.0,38.4,False,None,2024-09-22
POL-2021102,INS-10002,Customer Digital Channels,15.3,4.1,26.8,False,None,2024-03-09
POL-2021103,INS-10003,Trading/OMS,2.0,0.4,29.1,True,Multi-Vendor,2023-12-18
POL-2021103,INS-10003,Back-Office/ERP,24.4,9.6,6.7,False,Multi-Vendor,2023-05-12
POL-2021103,INS-10003,Market Data Infrastructure,2.0,1.2,17.8,False,Multi-Vendor,2023-01-29
POL-2021103,INS-10003,Email & Productivity,26.2,19.1,2.8,True,Multi-Vendor,2023-11-14
POL-2021103,INS-10003,Settlement & Clearing,3.8,1.7,15.5,True,Single Vendor,2024-05-10
POL-2021104,INS-10004,Core Banking Platform,4.3,1.2,33.8,False,None,2024-10-12
POL-2021104,INS-10004,Back-Office/ERP,38.0,10.4,5.4,False,Single Vendor,2024-12-18
POL-2021104,INS-10004,Email & Productivity,35.4,14.2,4.0,False,None,2024-11-20
POL-2021104,INS-10004,Payment Processing,7.8,1.5,19.7,True,Single Vendor,2023-04-11
POL-2021104,INS-10004,Customer Digital Channels,10.7,3.8,19.7,True,Single Vendor,2023-01-13
POL-2021105,INS-10005,Email & Productivity,22.7,19.4,2.0,False,Multi-Vendor,2024-09-24
POL-2021105,INS-10005,Back-Office/ERP,46.5,7.6,5.6,True,Multi-Vendor,2023-03-31
POL-2021106,INS-10006,Trading/OMS,3.8,0.5,60.6,True,Single Vendor,2023-12-25
POL-2021106,INS-10006,Back-Office/ERP,28.9,15.6,6.9,False,None,2024-05-14
POL-2021106,INS-10006,Market Data Infrastructure,1.9,1.8,11.3,True,Multi-Vendor,2023-07-03
POL-2021106,INS-10006,Email & Productivity,23.9,9.7,2.2,False,Multi-Vendor,2024-11-13
POL-2021106,INS-10006,Settlement & Clearing,6.1,1.3,30.8,False,None,2024-07-29
POL-2021107,INS-10007,Core Banking Platform,4.5,2.0,22.4,False,Single Vendor,2024-12-04
POL-2021107,INS-10007,Back-Office/ERP,18.8,12.9,6.6,False,Single Vendor,2023-04-03
POL-2021107,INS-10007,Email & Productivity,41.6,16.0,2.4,False,Multi-Vendor,2023-02-23
POL-2021107,INS-10007,Payment Processing,2.9,1.4,29.4,True,Single Vendor,2024-06-17
POL-2021107,INS-10007,Customer Digital Channels,9.2,5.8,23.7,False,None,2023-12-22
POL-2021108,INS-10008,Email & Productivity,38.7,12.5,3.2,True,Single Vendor,2023-04-23
POL-2021108,INS-10008,Back-Office/ERP,21.4,6.9,6.1,False,Single Vendor,2024-03-01
POL-2021109,INS-10009,Core Banking Platform,6.4,1.7,25.3,False,None,2024-03-07
POL-2021109,INS-10009,Back-Office/ERP,45.3,7.0,6.5,False,Multi-Vendor,2023-11-05
POL-2021109,INS-10009,Email & Productivity,27.8,10.0,2.5,False,Multi-Vendor,2023-09-03
POL-2021109,INS-10009,Payment Processing,3.7,1.3,40.8,True,Multi-Vendor,2023-09-02
POL-2021109,INS-10009,Customer Digital Channels,9.0,6.0,26.3,True,Single Vendor,2024-10-16
POL-2021110,INS-10010,Core Banking Platform,6.1,1.2,48.7,True,Multi-Vendor,2024-01-15
POL-2021110,INS-10010,Trading/OMS,1.9,0.7,55.7,True,Multi-Vendor,2024-02-28
POL-2021110,INS-10010,Back-Office/ERP,16.8,12.9,4.1,True,None,2023-08-13
POL-2021110,INS-10010,Market Data Infrastructure,1.8,1.1,20.6,True,Single Vendor,2024-03-01
POL-2021110,INS-10010,Email & Productivity,44.6,11.7,2.1,False,None,2023-05-15
POL-2021110,INS-10010,Payment Processing,4.7,1.5,38.8,True,Single Vendor,2023-03-18
POL-2021110,INS-10010,Customer Digital Channels,15.6,6.7,21.6,False,Single Vendor,2024-02-09
POL-2021110,INS-10010,Settlement & Clearing,3.5,0.8,26.9,True,None,2024-08-30
POL-2021111,INS-10011,Core Banking Platform,5.6,1.8,30.0,True,None,2024-10-18
POL-2021111,INS-10011,Back-Office/ERP,18.0,10.0,6.9,False,Multi-Vendor,2024-04-06
POL-2021111,INS-10011,Email & Productivity,41.6,8.9,3.9,False,Single Vendor,2024-07-25
POL-2021111,INS-10011,Payment Processing,5.3,1.2,26.3,False,Multi-Vendor,2024-02-02
POL-2021111,INS-10011,Customer Digital Channels,11.8,5.6,22.5,False,Multi-Vendor,2023-11-08
POL-2021112,INS-10012,Core Banking Platform,5.8,0.9,28.2,False,Multi-Vendor,2024-06-03
POL-2021112,INS-10012,Back-Office/ERP,43.0,12.5,4.8,False,Single Vendor,2023-07-22
POL-2021112,INS-10012,Email & Productivity,22.5,8.5,2.5,True,Single Vendor,2023-08-18
POL-2021112,INS-10012,Payment Processing,3.1,1.3,37.7,True,None,2024-05-21
POL-2021112,INS-10012,Customer Digital Channels,8.6,7.2,23.3,False,Single Vendor,2024-12-26
POL-2021113,INS-10013,Core Banking Platform,3.5,1.5,25.2,True,Multi-Vendor,2023-07-07
POL-2021113,INS-10013,Back-Office/ERP,37.2,7.1,4.6,True,Single Vendor,2024-07-30
POL-2021113,INS-10013,Email & Productivity,34.5,9.2,2.2,False,Single Vendor,2023-09-14
POL-2021113,INS-10013,Payment Processing,4.5,1.3,38.6,True,None,2023-05-04
POL-2021113,INS-10013,Customer Digital Channels,7.5,4.6,19.6,True,Single Vendor,2024-02-20
POL-2021114,INS-10014,Core Banking Platform,4.3,1.5,28.2,False,Multi-Vendor,2023-01-11
POL-2021114,INS-10014,Back-Office/ERP,40.9,10.9,3.3,True,Single Vendor,2023-07-28
POL-2021114,INS-10014,Email & Productivity,36.4,17.3,2.6,False,Multi-Vendor,2023-04-03
POL-2021114,INS-10014,Payment Processing,2.9,1.0,27.7,True,Multi-Vendor,2024-03-11
POL-2021114,INS-10014,Customer Digital Channels,7.7,5.8,23.4,True,Multi-Vendor,2024-10-29
POL-2021115,INS-10015,Payment Processing,7.3,1.5,34.5,True,Multi-Vendor,2024-01-07
POL-2021115,INS-10015,Customer Digital Channels,11.9,7.9,16.2,False,None,2024-02-02
POL-2021115,INS-10015,Email & Productivity,25.1,10.4,3.0,True,None,2023-06-27
POL-2021115,INS-10015,Back-Office/ERP,19.8,8.4,4.9,True,Single Vendor,2023-07-13
POL-2021116,INS-10016,Core Banking Platform,7.8,2.0,41.8,True,Single Vendor,2023-07-31
POL-2021116,INS-10016,Back-Office/ERP,28.9,14.6,6.5,False,Single Vendor,2024-05-17
POL-2021116,INS-10016,Email & Productivity,45.2,18.4,2.3,False,Single Vendor,2024-09-27
POL-2021116,INS-10016,Payment Processing,3.3,1.9,19.3,True,None,2024-09-14
POL-2021116,INS-10016,Customer Digital Channels,8.7,5.3,12.4,False,None,2023-01-02
POL-2021117,INS-10017,Core Banking Platform,7.5,1.1,21.8,False,None,2024-12-27
POL-2021117,INS-10017,Back-Office/ERP,47.8,8.8,6.5,True,Multi-Vendor,2023-06-13
POL-2021117,INS-10017,Email & Productivity,30.9,18.7,2.4,False,None,2023-08-12
POL-2021117,INS-10017,Payment Processing,5.4,1.0,40.8,False,Single Vendor,2024-06-20
POL-2021117,INS-10017,Customer Digital Channels,6.2,4.2,26.3,True,Single Vendor,2023-11-08
POL-2021118,INS-10018,Payment Processing,5.3,1.5,33.6,False,Single Vendor,2023-07-31
POL-2021118,INS-10018,Customer Digital Channels,6.3,2.9,27.0,False,Single Vendor,2023-05-11
POL-2021118,INS-10018,Email & Productivity,25.3,14.3,3.4,False,None,2023-12-16
POL-2021118,INS-10018,Back-Office/ERP,24.2,13.2,4.8,False,None,2023-04-29
POL-2021119,INS-10019,Payment Processing,7.3,1.1,22.9,False,Multi-Vendor,2023-06-04
POL-2021119,INS-10019,Customer Digital Channels,14.2,4.5,18.6,True,None,2024-07-07
POL-2021119,INS-10019,Email & Productivity,41.6,18.3,2.9,True,Single Vendor,2024-11-19
POL-2021119,INS-10019,Back-Office/ERP,24.6,13.5,3.7,False,Multi-Vendor,2023-12-04
POL-2021120,INS-10020,Core Banking Platform,7.6,0.9,43.5,False,Single Vendor,2023-05-23
POL-2021120,INS-10020,Back-Office/ERP,30.0,7.5,4.6,False,Multi-Vendor,2023-12-09
POL-2021120,INS-10020,Email & Productivity,23.7,10.5,2.4,True,Multi-Vendor,2024-11-11
POL-2021120,INS-10020,Payment Processing,7.3,0.8,41.3,False,Multi-Vendor,2023-04-16
POL-2021120,INS-10020,Customer Digital Channels,5.7,6.2,25.7,True,None,2024-05-29
POL-2021121,INS-10021,Trading/OMS,3.8,0.4,52.1,False,Single Vendor,2024-05-11
POL-2021121,INS-10021,Back-Office/ERP,20.1,9.3,5.9,False,None,2023-08-03
POL-2021121,INS-10021,Market Data Infrastructure,2.3,1.1,10.4,True,Single Vendor,2024-01-30
POL-2021121,INS-10021,Email & Productivity,18.9,10.2,3.9,True,Single Vendor,2024-10-28
POL-2021121,INS-10021,Settlement & Clearing,2.9,1.6,30.4,True,Multi-Vendor,2023-11-08
POL-2021122,INS-10022,Core Banking Platform,5.8,1.7,39.3,False,Multi-Vendor,2023-03-17
