policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2021094,INS-11094,Regional Bank,FDIC,Northeast,2020-12-06,2021-12-06,2020,1054.7,4152,8900.7,2,0.038,533474,False,True,0.0,Temenos,100,On-Prem,91.4,True,True,1.8,1,1.0,1313003.0,562037.0,1.0,1.0,0.0,1,6.961959332995649
POL-2021095,INS-11095,Fintech-Payments,CFPB,Southwest,2021-02-06,2022-02-06,2021,422.8,1186,553.2,15,0.423,1167982,False,True,0.0,,17,AWS,88.0,True,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.049261645834199
POL-2021096,INS-11096,Regional Bank,OCC,Southeast,2020-08-25,2021-08-25,2020,487.7,4440,7118.4,5,0.204,537161,False,True,0.0,Jack Henry,22,AWS,80.0,True,True,2.4,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.191748804276109
POL-2021097,INS-11097,Custodian Bank,FRB,Southwest,2024-09-07,2025-09-07,2024,4729.6,29686,41620.8,2,0.074,2920207,False,False,81.7,In-House,18,GCP,88.6,True,False,3.8,1,1.0,35634.0,0.0,1.0,0.0,1.0,1,8.461807323335503
POL-2021098,INS-11098,Investment Bank,FDIC,Northeast,2024-04-03,2025-04-03,2024,3734.5,20708,47805.7,10,0.145,8817823,False,False,0.0,Fiserv,51,AWS,95.0,True,False,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.225636957415857
POL-2021099,INS-11099,National Bank,OCC,National,2023-10-18,2024-10-17,2023,59842.8,282871,658070.3,100,5.0,429837852,False,True,0.0,In-House,45,Hybrid,97.9,True,False,2.8,2,0.0,0.0,0.0,2.0,1.0,0.0,0,10.999493113305947
POL-2021100,INS-10000,Hedge Fund,FRB,Southwest,2023-09-12,2024-09-11,2023,154.2,233,279.8,5,0.245,215700,False,False,0.0,,34,On-Prem,73.2,True,False,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0447146077491185
POL-2021101,INS-10001,Hedge Fund,NCUA,West,2021-09-10,2022-09-10,2021,263.4,1324,689.7,2,0.032,230504,True,False,0.0,,22,Hybrid,91.1,True,True,3.9,0,0.0,0.0,0.0,3.0,1.0,1.0,0,5.577463107977531
POL-2021102,INS-10002,Credit Union,NCUA,Southeast,2022-07-23,2023-07-23,2022,80.1,314,128.3,5,0.08,66148,False,True,0.0,Jack Henry,32,AWS,62.3,True,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.395682961121367
POL-2021103,INS-10003,Asset Manager,OCC,Northeast,2024-09-10,2025-09-10,2024,640.7,2719,1808.2,5,0.164,720777,True,False,1.6,,54,Hybrid,65.9,True,False,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.46412090475647
POL-2021104,INS-10004,Community Bank,FINRA,Midwest,2020-01-11,2021-01-10,2020,55.9,300,538.0,5,0.234,44375,False,True,0.0,Other,56,AWS,60.1,True,True,4.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.041295341132285
POL-2021105,INS-10005,Insurance Carrier,OCC,Midwest,2020-04-16,2021-04-16,2020,3294.2,6145,3482.1,1,0.025,1232729,False,False,0.0,,32,AWS,94.0,False,True,4.3,0,0.0,0.0,0.0,1.0,0.0,1.0,0,8.10022214312187
POL-2021106,INS-10006,Broker-Dealer,FINRA,Northeast,2020-09-16,2021-09-16,2020,2650.6,8038,3026.5,100,3.822,18815673,True,False,0.0,,92,AWS,90.4,True,True,3.9,1,0.0,0.0,0.0,1.0,1.0,0.0,0,7.882918510367237
POL-2021107,INS-10007,National Bank,OCC,Northeast,2023-05-26,2024-05-25,2023,30256.1,48750,313984.6,50,0.828,159187362,False,True,0.0,FIS,35,Azure,89.3,True,False,2.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,10.317486146662532
POL-2021108,INS-10008,Insurance Carrier,FRB,Southwest,2020-09-16,2021-09-16,2020,10835.0,42468,19159.8,250,10.541,107588280,False,False,0.0,,21,On-Prem,60.9,True,True,2.9,0,1.0,11190477.0,7024117.0,0.0,0.0,0.0,1,9.290629203204986
POL-2021109,INS-10009,Regional Bank,State,Northeast,2024-06-12,2025-06-12,2024,439.3,2116,4284.7,2,0.065,261612,False,True,0.0,Fiserv,13,Azure,80.7,True,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0874563127617085
POL-2021110,INS-10010,Investment Bank,FDIC,Northeast,2024-10-02,2025-10-02,2024,8202.0,20943,90676.5,500,11.32,193804741,True,False,0.0,FIS,64,AWS,91.1,True,True,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.01225522000275
POL-2021111,INS-10011,Regional Bank,FRB,Southeast,2022-10-21,2023-10-21,2022,1473.0,4997,20861.3,50,0.724,5676248,False,True,0.0,Finastra,44,On-Prem,69.7,True,True,2.3,0,1.0,198116.0,13304.0,4.0,2.0,2.0,1,7.295735072749282
POL-2021112,INS-10012,Regional Bank,CFPB,Southeast,2022-09-07,2023-09-07,2022,573.9,1941,7465.0,10,0.074,915001,False,True,0.0,Temenos,26,GCP,95.1,False,False,3.5,0,0.0,0.0,0.0,2.0,0.0,1.0,0,6.354196112629245
POL-2021113,INS-10013,Community Bank,FDIC,Northeast,2021-09-09,2022-09-09,2021,176.9,485,1505.5,5,0.151,148155,False,True,0.0,Jack Henry,14,On-Prem,61.1,True,False,3.5,1,1.0,1876916.0,478747.0,0.0,0.0,0.0,1,5.18122159467179
POL-2021114,INS-10014,Community Bank,FINRA,Midwest,2021-03-27,2022-03-27,2021,174.5,923,1451.6,250,4.885,1589355,False,True,0.0,In-House,36,Hybrid,83.1,True,True,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.167639042905921
POL-2021115,INS-10015,Fintech-Payments,SEC,Southwest,2021-01-08,2022-01-08,2021,339.2,1001,355.5,15,0.649,983589,False,True,0.0,,15,AWS,77.0,True,False,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.829533679961761
POL-2021116,INS-10016,Community Bank,FDIC,Northeast,2024-07-10,2025-07-10,2024,29.6,102,371.8,25,0.491,59709,False,True,0.0,Jack Henry,64,Hybrid,34.2,True,True,1.4,0,0.0,0.0,0.0,4.0,1.0,2.0,0,3.4210000089583352
POL-2021117,INS-10017,National Bank,FDIC,Southwest,2023-01-08,2024-01-08,2023,20368.4,59824,235923.0,50,1.797,93623769,False,True,0.0,Finastra,55,AWS,87.2,True,True,4.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.921789053706041
POL-2021118,INS-10018,Fintech-Payments,CFPB,West,2020-10-25,2021-10-25,2020,222.1,816,320.4,50,0.774,1237367,False,True,0.0,,21,Azure,83.5,True,True,2.6,2,0.0,0.0,0.0,3.0,1.0,2.0,0,5.407620101438487
POL-2021119,INS-10019,Fintech-Payments,SEC,Northeast,2023-07-26,2024-07-25,2023,245.7,532,628.3,15,0.464,802222,False,True,0.0,,20,AWS,94.4,True,False,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.508173023535311
POL-2021120,INS-10020,Credit Union,NCUA,National,2022-09-15,2023-09-15,2022,70.4,240,74.0,5,0.099,68750,False,True,0.0,Finastra,30,Hybrid,80.8,True,False,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.268297869345539
POL-2021121,INS-10021,Asset Manager,SEC,Southeast,2021-03-01,2022-03-01,2021,725.0,3721,1517.1,5,0.057,674998,True,False,0.7,,60,Hybrid,79.7,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.587550014824796
POL-2021122,INS-10022,Regional Bank,OCC,Northeast,2022-06-09,2023-06-09,2022,901.3,4779,7586.1,15,0.402,1790213,False,True,0.0,Jack Henry,103,Hybrid,73.5,True,False,2.1,0,1.0,2133228.0,1403253.0,0.0,0.0,0.0,1,6.804947059000455
POL-2021123,INS-10023,Fintech-Lending,CFPB,Northeast,2023-08-01,2024-07-31,2023,50.9,184,51.4,5,0.187,81759,False,False,0.0,,33,GCP,86.7,True,False,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.949318790171843
POL-2021124,INS-10024,Community Bank,CFPB,Northeast,2020-10-03,2021-10-03,2020,101.4,274,1268.1,5,0.221,104976,False,True,0.0,Temenos,6,Azure,70.3,True,False,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.628886712605407
POL-2021125,INS-10025,Community Bank,FRB,West,2023-03-08,2024-03-07,2023,99.9,384,804.5,15,0.461,202667,False,True,0.0,In-House,126,AWS,86.3,True,False,1.8,0,0.0,0.0,0.0,2.0,0.0,1.0,0,4.6141299273595635
POL-2021126,INS-10026,Community Bank,FINRA,Northeast,2024-08-19,2025-08-19,2024,58.3,221,870.4,5,0.1,51251,False,True,0.0,In-House,39,GCP,72.4,False,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.08260930600368
POL-2021127,INS-10027,Fintech-Lending,State,Midwest,2022-09-23,2023-09-23,2022,473.3,1709,1179.2,1,0.028,273618,False,False,0.0,,51,AWS,74.8,True,True,2.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.161840032883536
POL-2021128,INS-10028,Asset Manager,State,Southwest,2021-04-11,2022-04-11,2021,1834.8,6114,1965.0,10,0.313,3201926,True,False,2.0,,27,GCP,67.8,True,True,3.4,1,0.0,0.0,0.0,1.0,0.0,0.0,0,7.51523563278499
POL-2021129,INS-10029,Fintech-Payments,CFPB,West,2022-07-21,2023-07-21,2022,194.1,1941,489.8,5,0.195,329726,False,True,0.0,,48,AWS,80.5,True,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.273512247629066
POL-2021130,INS-10030,Credit Union,NCUA,Midwest,2024-01-04,2025-01-03,2024,48.3,159,54.4,10,0.141,54347,False,True,0.0,Finastra,39,Hybrid,96.5,True,False,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8979240810486444
POL-2021131,INS-10031,Credit Union,NCUA,Southeast,2023-10-02,2024-10-01,2023,76.5,318,228.1,15,0.242,116341,False,True,0.0,Temenos,18,AWS,80.1,False,False,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.350277936359301
POL-2021132,INS-10032,Custodian Bank,FDIC,National,2024-09-19,2025-09-19,2024,7765.3,60169,115381.7,250,5.671,93043005,False,False,25.6,FIS,4,Hybrid,76.5,True,False,4.1,0,0.0,0.0,0.0,1.0,0.0,1.0,0,8.957549139470812
POL-2021133,INS-10033,Broker-Dealer,FINRA,Midwest,2024-08-11,2025-08-11,2024,579.8,1030,763.6,5,0.205,596458,False,False,0.0,,10,Azure,92.7,True,False,2.3,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.364406463510586
POL-2021134,INS-10034,Community Bank,NCUA,National,2022-12-04,2023-12-04,2022,53.3,125,758.0,15,0.417,94971,False,True,0.0,Temenos,61,GCP,79.0,True,True,3.3,0,0.0,0.0,0.0,2.0,1.0,1.0,0,3.9945242269398897
POL-2021135,INS-10035,Regional Bank,NCUA,Southwest,2022-11-16,2023-11-16,2022,590.8,1324,8633.3,10,0.244,952055,False,True,0.0,Fiserv,30,Hybrid,88.1,True,False,3.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.383168739966109
POL-2021136,INS-10036,Credit Union,NCUA,Southeast,2021-07-22,2022-07-22,2021,232.2,1866,436.4,10,0.184,312213,False,True,0.0,Finastra,23,GCP,78.8,True,True,1.9,0,1.0,125134.0,55967.0,0.0,0.0,0.0,1,5.451896454476337
POL-2021137,INS-10037,Regional Bank,NCUA,National,2023-07-17,2024-07-16,2023,288.0,547,4295.4,250,10.635,3029930,False,True,0.0,Other,160,Azure,63.9,False,False,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.666426688112432
POL-2021138,INS-10038,Regional Bank,NCUA,National,2020-07-09,2021-07-09,2020,267.7,2572,3745.9,25,0.759,629802,False,True,0.0,FIS,30,Azure,82.0,False,False,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.593595515621446
POL-2021139,INS-10039,Regional Bank,FDIC,Southwest,2021-02-05,2022-02-05,2021,1029.5,9133,12761.2,10,0.071,1816305,False,True,0.0,Temenos,33,GCP,81.4,True,False,2.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.937799400330514
POL-2021140,INS-10040,Community Bank,CFPB,West,2022-02-11,2023-02-11,2022,70.6,320,1043.1,50,1.801,242408,False,True,0.0,Finastra,32,Hybrid,59.5,True,False,2.0,2,0.0,0.0,0.0,2.0,1.0,0.0,0,4.2710950739666
POL-2021141,INS-10041,Regional Bank,State,Midwest,2022-08-14,2023-08-14,2022,506.9,2960,4217.5,15,0.294,999800,False,True,0.0,Other,25,On-Prem,92.5,True,False,4.1,0,0.0,0.0,0.0,2.0,1.0,0.0,0,6.2302845778072
POL-2021142,INS-10042,Insurance Carrier,CFPB,National,2024-09-03,2025-09-03,2024,8678.8,30273,13934.2,25,0.689,23946707,False,False,0.0,,38,On-Prem,48.4,True,True,2.3,0,0.0,0.0,0.0,2.0,0.0,1.0,0,9.068753765914282
POL-2021143,INS-10043,Asset Manager,SEC,Northeast,2024-05-25,2025-05-25,2024,502.7,996,1431.2,1,0.025,213157,True,False,3.6,,130,Hybrid,68.0,True,True,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.221980852751605
POL-2021144,INS-10044,Asset Manager,FRB,Northeast,2023-05-11,2024-05-10,2023,1423.6,10095,3672.5,5,0.234,1507663,False,False,2.5,,22,Azure,72.8,True,True,2.2,1,0.0,0.0,0.0,2.0,0.0,2.0,0,7.261646351544253
POL-2021145,INS-10045,Fintech-Lending,State,Midwest,2022-02-12,2023-02-12,2022,96.0,361,215.5,5,0.171,159272,False,False,0.0,,14,GCP,84.5,True,True,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.574710978503383
POL-2021146,INS-10046,Community Bank,FINRA,National,2022-10-25,2023-10-25,2022,77.7,445,964.8,2,0.069,39754,False,True,0.0,Jack Henry,9,Azure,93.9,True,True,3.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.365643155423357
POL-2021147,INS-10047,Asset Manager,FINRA,Northeast,2021-01-20,2022-01-20,2021,2652.4,6581,6519.8,50,2.308,10454034,True,False,7.5,,10,GCP,95.8,True,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.883597115482816
POL-2021148,INS-10048,Hedge Fund,SEC,National,2023-09-05,2024-09-04,2023,376.6,2557,1107.4,25,1.169,1369787,False,False,0.0,,59,AWS,90.7,True,True,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.933835434271345
POL-2021149,INS-10049,Community Bank,CFPB,Northeast,2021-05-24,2022-05-24,2021,128.5,211,1139.3,15,0.086,231622,False,True,0.0,In-House,43,Azure,85.2,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.863680881139593
POL-2021150,INS-10050,Asset Manager,FDIC,Midwest,2022-08-21,2023-08-21,2022,900.7,1749,1369.9,15,0.644,1682544,True,False,33.2,,25,AWS,69.5,True,False,2.2,0,0.0,0.0,0.0,1.0,1.0,0.0,0,6.804281870505861
POL-2021151,INS-10051,Fintech-Payments,SEC,Northeast,2022-04-27,2023-04-27,2022,417.2,1300,767.8,10,0.39,933687,False,True,0.0,,31,AWS,64.4,True,True,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.035959786994534
POL-2021152,INS-10052,Fintech-Lending,State,Southwest,2021-11-07,2022-11-07,2021,224.9,810,338.0,5,0.103,266774,False,False,0.0,,70,Azure,79.4,True,True,1.0,1,1.0,271083.0,18009.0,0.0,0.0,0.0,1,5.420092423473958
POL-2021153,INS-10053,Community Bank,FINRA,Northeast,2020-09-28,2021-09-28,2020,82.5,416,922.1,15,0.612,142141,False,True,0.0,Temenos,18,AWS,82.2,True,False,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.42484663185681
POL-2021154,INS-10054,Insurance Carrier,State,National,2020-07-23,2021-07-23,2020,942.1,6396,2314.9,5,0.243,991969,False,False,0.0,,93,Hybrid,61.9,True,True,2.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.8491723215498395
POL-2021155,INS-10055,Asset Manager,SEC,Southwest,2021-05-27,2022-05-27,2021,434.7,4056,660.7,2,0.064,281044,True,False,34.4,,14,On-Prem,95.6,True,True,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.076953933123397
POL-2021156,INS-10056,Community Bank,State,Southwest,2021-02-25,2022-02-25,2021,202.1,618,2943.5,25,0.904,417288,False,True,0.0,Jack Henry,22,Azure,80.8,True,True,3.0,0,1.0,162736.0,128831.0,1.0,0.0,0.0,1,5.313698468586339
POL-2021157,INS-10057,Asset Manager,State,Southwest,2022-11-04,2023-11-04,2022,1027.7,2966,2749.8,5,0.177,879872,True,False,25.0,,50,On-Prem,77.1,True,False,2.5,1,1.0,1466070.0,627488.0,0.0,0.0,0.0,1,6.936051148136984
POL-2021158,INS-10058,Regional Bank,FRB,Northeast,2022-09-07,2023-09-07,2022,1031.0,1926,14134.3,50,0.891,3990012,False,True,0.0,Finastra,17,GCP,48.9,True,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.939253946041508
POL-2021159,INS-10059,National Bank,FRB,Southwest,2023-07-13,2024-07-12,2023,50474.3,123392,752477.8,25,1.212,161944644,False,True,0.0,In-House,24,Azure,76.9,True,False,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.82923938669978
POL-2021160,INS-10060,Community Bank,FINRA,National,2023-04-19,2024-04-18,2023,114.4,398,1405.3,50,0.93,446158,False,True,0.0,FIS,9,Hybrid,95.9,True,True,4.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.748404354073999
POL-2021161,INS-10061,Asset Manager,CFPB,West,2020-07-03,2021-07-03,2020,812.9,4875,1594.6,25,0.828,2200500,False,False,37.6,,32,AWS,78.9,True,True,3.7,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.7018375083329955
POL-2021162,INS-10062,National Bank,FRB,Southeast,2021-03-27,2022-03-27,2021,26308.9,240851,230449.4,50,1.238,135336179,False,True,0.0,Jack Henry,65,GCP,55.9,True,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.177700573190931
POL-2021163,INS-10063,Community Bank,FDIC,West,2020-01-28,2021-01-27,2020,183.4,1184,2441.0,1,0.025,62672,False,True,0.0,Temenos,46,On-Prem,85.1,True,True,3.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.2171073111224935
POL-2021164,INS-10064,Regional Bank,State,National,2021-01-09,2022-01-09,2021,420.7,1449,6153.8,15,0.18,955599,False,True,0.0,Temenos,13,Azure,96.3,True,False,3.9,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.044294160752514
POL-2021165,INS-10065,Fintech-Lending,SEC,Southwest,2020-02-17,2021-02-16,2020,349.7,3650,576.7,15,0.748,894098,False,False,0.0,,50,AWS,75.7,True,False,4.9,0,0.0,0.0,0.0,4.0,0.0,0.0,0,5.859931157146132
POL-2021166,INS-10066,Broker-Dealer,FINRA,West,2021-02-24,2022-02-24,2021,727.8,4377,964.9,10,0.218,1502660,True,False,0.0,,50,GCP,92.3,True,True,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.5913993459457485
POL-2021167,INS-10067,Insurance Carrier,SEC,National,2022-05-15,2023-05-15,2022,1945.8,9323,3514.1,2,0.068,1245640,False,False,0.0,,13,Hybrid,74.5,True,True,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.573942277959299
POL-2021168,INS-10068,Regional Bank,FDIC,West,2023-09-09,2024-09-08,2023,1224.2,2083,10201.6,10,0.287,1710045,False,True,0.0,Finastra,42,Azure,54.8,True,False,4.3,0,0.0,0.0,0.0,2.0,0.0,1.0,0,7.11085937495862
POL-2021169,INS-10069,Insurance Carrier,FINRA,West,2022-09-23,2023-09-23,2022,3849.2,15163,9494.3,2,0.062,2246906,False,False,0.0,,69,AWS,62.4,True,True,2.4,0,1.0,1472867.0,731423.0,1.0,0.0,0.0,1,8.255880373984525
POL-2021170,INS-10070,National Bank,FDIC,Northeast,2024-02-21,2025-02-20,2024,19705.8,132630,271124.1,50,0.421,90553021,False,True,0.0,FIS,34,Hybrid,58.6,True,False,3.6,1,0.0,0.0,0.0,1.0,0.0,0.0,0,9.88871903283095
POL-2021171,INS-10071,Asset Manager,NCUA,West,2021-02-05,2022-02-05,2021,893.6,3029,1600.5,5,0.032,758112,True,False,2.1,,311,Azure,90.1,True,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.7963766909987475
POL-2021172,INS-10072,Investment Bank,FDIC,Northeast,2022-03-02,2023-03-02,2022,3869.5,12887,50413.9,5,0.166,6247284,True,False,0.0,Jack Henry,75,Azure,88.0,True,False,4.9,0,0.0,0.0,0.0,2.0,0.0,1.0,0,8.261138976644768
POL-2021173,INS-10073,Hedge Fund,NCUA,National,2022-11-08,2023-11-08,2022,301.1,1040,351.7,5,0.234,414179,True,False,0.0,,25,AWS,77.9,False,True,1.7,0,0.0,0.0,0.0,3.0,0.0,2.0,0,5.710758088392627
POL-2021174,INS-10074,Regional Bank,FDIC,Southeast,2021-01-06,2022-01-06,2021,353.8,2239,4768.6,10,0.402,483660,False,True,0.0,Fiserv,90,On-Prem,91.7,False,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.871554250435424
POL-2021175,INS-10075,Fintech-Lending,CFPB,Southeast,2023-03-21,2024-03-20,2023,245.8,627,698.4,25,0.957,784170,False,False,0.0,,35,Hybrid,91.5,True,True,4.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,5.508578292031233
POL-2021176,INS-10076,Regional Bank,CFPB,West,2022-12-22,2023-12-22,2022,400.3,1069,4251.0,5,0.124,380287,False,True,0.0,Jack Henry,97,Hybrid,56.7,True,True,4.1,0,1.0,156316.0,94324.0,1.0,0.0,1.0,1,5.994709277272871
POL-2021177,INS-10077,Asset Manager,SEC,Southeast,2021-10-23,2022-10-23,2021,1585.9,7348,3291.1,5,0.231,1791639,True,False,768.8,,33,GCP,85.9,False,False,3.3,1,0.0,0.0,0.0,1.0,0.0,1.0,0,7.369537706568797
POL-2021178,INS-10078,Fintech-Lending,CFPB,Northeast,2021-03-17,2022-03-17,2021,86.0,275,119.2,15,0.62,245130,False,False,0.0,,50,GCP,91.7,True,True,3.2,0,0.0,0.0,0.0,2.0,0.0,1.0,0,4.465908118654584
POL-2021179,INS-10079,Regional Bank,FDIC,Northeast,2020-05-23,2021-05-23,2020,1114.7,4668,13032.6,2,0.082,589116,False,True,0.0,Finastra,11,On-Prem,92.3,True,True,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.017237289599134
POL-2021180,INS-10080,Asset Manager,FINRA,Northeast,2021-02-12,2022-02-12,2021,1421.8,10614,2315.9,15,0.688,2708777,True,False,1.2,,13,Azure,84.7,True,False,4.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,7.2603820400743
POL-2021181,INS-10081,Fintech-Lending,CFPB,Midwest,2024-12-10,2025-12-10,2024,82.7,221,110.4,5,0.058,103144,False,False,0.0,,90,Hybrid,86.4,True,False,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.4272389774954295
POL-2021182,INS-10082,Regional Bank,FRB,Midwest,2021-02-24,2022-02-24,2021,601.8,3823,7278.4,2,0.092,336993,False,True,0.0,Finastra,81,AWS,89.7,True,True,1.9,0,1.0,9964617.0,5685760.0,3.0,0.0,3.0,1,6.401585466752341
POL-2021183,INS-10083,Broker-Dealer,FINRA,National,2023-06-19,2024-06-18,2023,765.9,2198,929.4,25,0.786,2056817,False,False,0.0,,33,Hybrid,80.5,True,True,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.642356414770814
POL-2021184,INS-10084,Community Bank,FRB,Southeast,2021-04-03,2022-04-03,2021,122.8,972,1761.4,100,0.668,758565,False,True,0.0,Fiserv,68,On-Prem,80.1,False,True,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.818667360250496
POL-2021185,INS-10085,Credit Union,NCUA,Southwest,2020-03-17,2021-03-17,2020,100.8,261,241.7,25,1.134,190636,False,True,0.0,In-House,9,On-Prem,81.6,True,True,2.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.623010104116422
POL-2021186,INS-10086,Regional Bank,NCUA,Midwest,2024-07-13,2025-07-13,2024,221.6,730,3034.2,25,0.551,617285,False,True,0.0,Jack Henry,8,Hybrid,85.1,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.4053764388414445
POL-2021187,INS-10087,Broker-Dealer,SEC,West,2021-03-21,2022-03-21,2021,1430.9,5409,2873.5,25,0.381,4190845,False,False,0.0,,16,On-Prem,76.8,True,False,3.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.266757512679961
POL-2021188,INS-10088,Insurance Carrier,OCC,Midwest,2024-07-21,2025-07-21,2024,3043.0,8738,3089.8,5,0.163,3110793,False,False,0.0,,18,On-Prem,75.3,True,True,3.7,1,0.0,0.0,0.0,1.0,1.0,0.0,0,8.020927718981577
POL-2021189,INS-10089,Investment Bank,OCC,Northeast,2024-09-07,2025-09-07,2024,4911.3,18297,72515.6,5,0.105,7408625,False,False,0.0,Fiserv,12,On-Prem,81.1,True,True,3.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.499497542880547
POL-2021190,INS-10090,Hedge Fund,OCC,Northeast,2022-02-12,2023-02-12,2022,393.0,1562,1145.7,50,1.264,1944448,True,False,0.0,,20,GCP,73.2,True,True,2.7,1,1.0,656611.0,336707.0,1.0,0.0,1.0,1,5.976350909297934
POL-2021191,INS-10091,Custodian Bank,FDIC,Southwest,2022-05-21,2023-05-21,2022,18819.2,70072,192042.1,25,1.02,52224153,False,False,6.4,Finastra,28,On-Prem,65.2,True,True,2.9,1,0.0,0.0,0.0,1.0,1.0,0.0,0,9.842686040075465
POL-2021192,INS-10092,Fintech-Lending,SEC,National,2024-02-02,2025-02-01,2024,172.2,279,471.9,5,0.067,212830,False,False,0.0,,44,Azure,78.9,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.154446996128335
POL-2021193,INS-10093,Fintech-Lending,State,Southwest,2020-07-27,2021-07-27,2020,163.9,539,363.2,25,1.126,697284,False,False,0.0,,61,AWS,80.8,True,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.105339229565553
POL-2021194,INS-10094,Community Bank,CFPB,National,2021-11-20,2022-11-20,2021,69.4,543,893.7,15,0.274,135110,False,True,0.0,Other,12,GCP,82.7,False,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.254193263163997
POL-2021195,INS-10095,Custodian Bank,FRB,Southwest,2022-09-01,2023-09-01,2022,3762.5,10178,40042.3,100,4.505,19828592,False,False,334.7,Other,9,AWS,97.7,True,False,3.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.233104654474587
POL-2021196,INS-10096,Asset Manager,SEC,National,2022-02-06,2023-02-06,2022,742.5,4346,1308.5,5,0.22,737331,True,False,6.1,,37,Hybrid,78.6,True,False,4.3,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.61136876590021
