finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50823,INS-10147,POL-2020147,FRB,2022-05-08,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50824,INS-10721,POL-2020721,FDIC,2022-07-16,Low,data classification and handling,Review of data classification and handling found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50825,INS-10721,POL-2020721,FDIC,2022-05-16,Low,logging and monitoring,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in logging and monitoring, which management has committed to address by next examination cycle."
FND-50826,INS-10282,POL-2020282,NCUA,2021-07-23,Low,privileged access controls,The institution maintains adequate controls over privileged access controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50827,INS-10298,POL-2020298,FRB,2022-11-20,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that timely application of security patches is not consistently performed across business lines. Remediation plan must be submitted.
FND-50828,INS-10613,POL-2020613,NCUA,2023-06-01,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50829,INS-10613,POL-2020613,NCUA,2022-12-14,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50830,INS-10613,POL-2020613,NCUA,2023-06-07,Medium,identity and access management,The examination identified weaknesses in identity and access management that warrant management attention. Testing revealed that periodic access recertification is not consistently performed across business lines. Remediation plan must be submitted.
FND-50831,INS-10291,POL-2020291,FDIC,2023-03-31,Low,data classification and handling,Review of data classification and handling found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50832,INS-10291,POL-2020291,FDIC,2023-03-24,Low,logging and monitoring,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in logging and monitoring, which management has committed to address by next examination cycle."
FND-50833,INS-10649,POL-2020649,SEC,2019-12-10,Medium,cloud security governance,The examination identified weaknesses in cloud security governance that warrant management attention. Testing revealed that segregation of duties in critical systems is not consistently performed across business lines. Remediation plan must be submitted.
FND-50834,INS-10598,POL-2020598,SEC,2019-04-09,Low,data loss prevention controls,Review of data loss prevention controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50835,INS-11043,POL-2021043,State,2023-04-21,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50836,INS-10552,POL-2020552,FINRA,2019-09-17,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50837,INS-10552,POL-2020552,FINRA,2020-04-18,Medium,data classification and handling,"Examiners identified deficiencies in the institution's data classification and handling. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50838,INS-10198,POL-2021298,FRB,2022-01-02,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50839,INS-10198,POL-2021298,FRB,2021-03-05,Low,vulnerability management,The institution maintains adequate controls over vulnerability management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50840,INS-10198,POL-2021298,FRB,2020-09-19,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that fourth-party risk assessment is not consistently performed across business lines. Remediation plan must be submitted.
FND-50841,INS-10129,POL-2020129,OCC,2021-01-27,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50842,INS-11061,POL-2021061,FINRA,2023-08-14,Medium,third-party risk management,An MRA has been issued related to third-party risk management. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50843,INS-11061,POL-2021061,FINRA,2024-05-13,High,cloud security governance,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in cloud security governance, including failure to periodic access recertification. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50844,INS-10331,POL-2020331,NCUA,2018-10-18,Low,logging and monitoring,Review of logging and monitoring found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50845,INS-10331,POL-2020331,NCUA,2019-03-07,Low,vulnerability management,The institution maintains adequate controls over vulnerability management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50846,INS-10323,POL-2020323,FRB,2021-07-04,Medium,data classification and handling,The examination identified weaknesses in data classification and handling that warrant management attention. Testing revealed that multi-factor authentication for administrative access is not consistently performed across business lines. Remediation plan must be submitted.
FND-50847,INS-10323,POL-2020323,FRB,2021-01-03,Medium,patch management program,An MRA has been issued related to patch management program. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50848,INS-10680,POL-2020680,FRB,2019-07-23,Low,data classification and handling,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data classification and handling, which management has committed to address by next examination cycle."
FND-50849,INS-10680,POL-2020680,FRB,2019-02-09,Low,patch management program,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in patch management program, which management has committed to address by next examination cycle."
FND-50850,INS-10478,POL-2020478,SEC,2018-12-15,Low,privileged access controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in privileged access controls, which management has committed to address by next examination cycle."
FND-50851,INS-10478,POL-2020478,SEC,2019-01-05,Low,data loss prevention controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data loss prevention controls, which management has committed to address by next examination cycle."
FND-50852,INS-10561,POL-2020561,FDIC,2022-11-30,Medium,incident response capabilities,An MRA has been issued related to incident response capabilities. Examiners found that controls over timely application of security patches are not commensurate with the institution's risk profile and complexity.
FND-50853,INS-10561,POL-2020561,FDIC,2022-08-02,Medium,patch management program,The examination identified weaknesses in patch management program that warrant management attention. Testing revealed that fourth-party risk assessment is not consistently performed across business lines. Remediation plan must be submitted.
FND-50854,INS-10561,POL-2020561,FDIC,2022-10-04,Medium,data loss prevention controls,An MRA has been issued related to data loss prevention controls. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50855,INS-10135,POL-2020135,CFPB,2022-10-15,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50856,INS-10506,POL-2020506,SEC,2022-07-12,Low,vendor due diligence procedures,The institution maintains adequate controls over vendor due diligence procedures. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50857,INS-10513,POL-2020513,SEC,2021-01-05,High,third-party risk management,Examiners conclude that the institution's practices in third-party risk management represent an unsafe and unsound condition. The institution has failed to periodic access recertification. A consent order is under consideration.
FND-50858,INS-10513,POL-2020513,SEC,2019-07-08,Medium,data classification and handling,"Examiners identified deficiencies in the institution's data classification and handling. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50859,INS-10271,POL-2021371,FINRA,2019-07-24,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for periodic access recertification. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50860,INS-10435,POL-2020435,State,2021-12-13,Medium,data loss prevention controls,"Examiners identified deficiencies in the institution's data loss prevention controls. Specifically, the institution lacks documented procedures for encryption of data at rest. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50861,INS-10435,POL-2020435,State,2022-06-10,High,data classification and handling,Examiners conclude that the institution's practices in data classification and handling represent an unsafe and unsound condition. The institution has failed to periodic access recertification. A consent order is under consideration.
FND-50862,INS-10873,POL-2020873,CFPB,2021-10-14,Low,privileged access controls,The institution maintains adequate controls over privileged access controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50863,INS-10873,POL-2020873,CFPB,2022-04-03,Medium,third-party risk management,"Examiners identified deficiencies in the institution's third-party risk management. Specifically, the institution lacks documented procedures for log retention and review. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50864,INS-10362,POL-2021462,FRB,2019-12-09,Low,vendor due diligence procedures,The institution maintains adequate controls over vendor due diligence procedures. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50865,INS-10362,POL-2021462,FRB,2018-11-12,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50866,INS-10752,POL-2020752,FDIC,2021-11-14,Medium,identity and access management,"Examiners identified deficiencies in the institution's identity and access management. Specifically, the institution lacks documented procedures for log retention and review. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50867,INS-10752,POL-2020752,FDIC,2022-09-11,High,vulnerability management,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in vulnerability management, including failure to testing of incident response procedures. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50868,INS-10752,POL-2020752,FDIC,2021-11-24,High,vendor due diligence procedures,Examiners conclude that the institution's practices in vendor due diligence procedures represent an unsafe and unsound condition. The institution has failed to segregation of duties in critical systems. A consent order is under consideration.
FND-50869,INS-10665,POL-2020665,NCUA,2022-03-24,Low,data loss prevention controls,Review of data loss prevention controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50870,INS-10158,POL-2020158,FINRA,2022-04-20,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50871,INS-10158,POL-2020158,FINRA,2022-08-02,High,privileged access controls,Examiners conclude that the institution's practices in privileged access controls represent an unsafe and unsound condition. The institution has failed to segregation of duties in critical systems. A consent order is under consideration.
FND-50872,INS-10158,POL-2020158,FINRA,2021-11-19,Medium,data classification and handling,An MRA has been issued related to data classification and handling. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50873,INS-10158,POL-2020158,FINRA,2022-09-08,Medium,data classification and handling,The examination identified weaknesses in data classification and handling that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50874,INS-10153,POL-2021253,CFPB,2020-05-23,Medium,data classification and handling,An MRA has been issued related to data classification and handling. Examiners found that controls over periodic access recertification are not commensurate with the institution's risk profile and complexity.
FND-50875,INS-10153,POL-2021253,CFPB,2021-04-06,High,logging and monitoring,"The examination identified material weaknesses in the institution's logging and monitoring. Specifically, the institution has not adequately addressed prior examination findings regarding fourth-party risk assessment. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50876,INS-10192,POL-2021292,CFPB,2022-03-05,Medium,data classification and handling,An MRA has been issued related to data classification and handling. Examiners found that controls over testing of incident response procedures are not commensurate with the institution's risk profile and complexity.
FND-50877,INS-10192,POL-2021292,CFPB,2023-07-11,Low,vulnerability management,Review of vulnerability management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50878,INS-10575,POL-2020575,State,2021-12-25,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50879,INS-10575,POL-2020575,State,2021-01-18,Low,vendor due diligence procedures,The institution maintains adequate controls over vendor due diligence procedures. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50880,INS-10575,POL-2020575,State,2020-09-04,High,incident response capabilities,Examiners conclude that the institution's practices in incident response capabilities represent an unsafe and unsound condition. The institution has failed to testing of incident response procedures. A consent order is under consideration.
FND-50881,INS-10352,POL-2020352,FINRA,2023-04-28,Medium,identity and access management,An MRA has been issued related to identity and access management. Examiners found that controls over remediation of known critical vulnerabilities are not commensurate with the institution's risk profile and complexity.
FND-50882,INS-10937,POL-2020937,FRB,2019-06-12,Low,cloud security governance,Review of cloud security governance found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50883,INS-10195,POL-2021295,NCUA,2020-10-09,Low,vendor due diligence procedures,Review of vendor due diligence procedures found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50884,INS-10195,POL-2021295,NCUA,2021-08-02,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over documented recovery time objectives are not commensurate with the institution's risk profile and complexity.
FND-50885,INS-10292,POL-2021392,CFPB,2019-04-27,Low,privileged access controls,The institution maintains adequate controls over privileged access controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50886,INS-10200,POL-2021300,NCUA,2021-09-20,High,business continuity planning,"The examination identified material weaknesses in the institution's business continuity planning. Specifically, the institution has not adequately addressed prior examination findings regarding encryption of data at rest. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50887,INS-10200,POL-2021300,NCUA,2022-02-28,Low,cloud security governance,The institution maintains adequate controls over cloud security governance. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50888,INS-10591,POL-2020591,OCC,2020-03-09,Medium,privileged access controls,An MRA has been issued related to privileged access controls. Examiners found that controls over periodic access recertification are not commensurate with the institution's risk profile and complexity.
FND-50889,INS-10591,POL-2020591,OCC,2020-04-12,Low,patch management program,The institution maintains adequate controls over patch management program. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50890,INS-10664,POL-2020664,FDIC,2022-07-20,High,incident response capabilities,"The examination identified material weaknesses in the institution's incident response capabilities. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50891,INS-10195,POL-2020195,State,2020-03-12,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50892,INS-10195,POL-2020195,State,2021-02-23,Low,cloud security governance,Review of cloud security governance found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50893,INS-10140,POL-2021240,FINRA,2021-10-11,Low,data loss prevention controls,Review of data loss prevention controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50894,INS-10140,POL-2021240,FINRA,2021-02-19,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50895,INS-11048,POL-2021048,SEC,2021-12-10,Low,identity and access management,The institution maintains adequate controls over identity and access management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50896,INS-11048,POL-2021048,SEC,2022-02-09,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50897,INS-11048,POL-2021048,SEC,2022-02-28,Medium,vulnerability management,An MRA has been issued related to vulnerability management. Examiners found that controls over timely application of security patches are not commensurate with the institution's risk profile and complexity.
FND-50898,INS-10438,POL-2020438,State,2020-10-04,Medium,data loss prevention controls,"Examiners identified deficiencies in the institution's data loss prevention controls. Specifically, the institution lacks documented procedures for multi-factor authentication for administrative access. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50899,INS-10335,POL-2021435,FDIC,2020-12-31,Medium,cloud security governance,An MRA has been issued related to cloud security governance. Examiners found that controls over remediation of known critical vulnerabilities are not commensurate with the institution's risk profile and complexity.
FND-50900,INS-10643,POL-2020643,FRB,2024-01-01,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50901,INS-10643,POL-2020643,FRB,2023-05-04,Low,third-party risk management,The institution maintains adequate controls over third-party risk management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50902,INS-10643,POL-2020643,FRB,2022-12-07,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50903,INS-10096,POL-2020096,FINRA,2020-05-15,Medium,business continuity planning,The examination identified weaknesses in business continuity planning that warrant management attention. Testing revealed that remediation of known critical vulnerabilities is not consistently performed across business lines. Remediation plan must be submitted.
FND-50904,INS-10584,POL-2020584,NCUA,2023-09-22,Low,privileged access controls,Review of privileged access controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50905,INS-10584,POL-2020584,NCUA,2023-05-27,High,business continuity planning,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in business continuity planning, including failure to log retention and review. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50906,INS-10114,POL-2021214,State,2019-01-07,Medium,privileged access controls,"Examiners identified deficiencies in the institution's privileged access controls. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50907,INS-10114,POL-2021214,State,2019-05-17,Medium,incident response capabilities,An MRA has been issued related to incident response capabilities. Examiners found that controls over remediation of known critical vulnerabilities are not commensurate with the institution's risk profile and complexity.
FND-50908,INS-10156,POL-2020156,FINRA,2019-04-14,Medium,patch management program,"Examiners identified deficiencies in the institution's patch management program. Specifically, the institution lacks documented procedures for log retention and review. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50909,INS-10419,POL-2020419,CFPB,2019-02-03,Low,third-party risk management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in third-party risk management, which management has committed to address by next examination cycle."
FND-50910,INS-10419,POL-2020419,CFPB,2018-07-07,Medium,incident response capabilities,The examination identified weaknesses in incident response capabilities that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50911,INS-10419,POL-2020419,CFPB,2019-02-06,Low,third-party risk management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in third-party risk management, which management has committed to address by next examination cycle."
FND-50912,INS-10410,POL-2020410,FINRA,2022-07-28,Medium,identity and access management,An MRA has been issued related to identity and access management. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50913,INS-10122,POL-2021222,FINRA,2019-04-09,High,vendor due diligence procedures,"The examination identified material weaknesses in the institution's vendor due diligence procedures. Specifically, the institution has not adequately addressed prior examination findings regarding log retention and review. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50914,INS-10122,POL-2021222,FINRA,2020-07-14,Low,data classification and handling,The institution maintains adequate controls over data classification and handling. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50915,INS-10477,POL-2020477,State,2024-02-28,Low,third-party risk management,Review of third-party risk management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50916,INS-10477,POL-2020477,State,2024-02-18,Medium,vendor due diligence procedures,"Examiners identified deficiencies in the institution's vendor due diligence procedures. Specifically, the institution lacks documented procedures for testing of incident response procedures. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50917,INS-10514,POL-2020514,FDIC,2023-05-25,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50918,INS-10185,POL-2021285,FINRA,2021-07-02,High,logging and monitoring,"The examination identified material weaknesses in the institution's logging and monitoring. Specifically, the institution has not adequately addressed prior examination findings regarding multi-factor authentication for administrative access. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50919,INS-10185,POL-2021285,FINRA,2022-01-01,High,vendor due diligence procedures,Examiners conclude that the institution's practices in vendor due diligence procedures represent an unsafe and unsound condition. The institution has failed to testing of incident response procedures. A consent order is under consideration.
FND-50920,INS-10353,POL-2021453,NCUA,2022-03-28,Low,patch management program,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in patch management program, which management has committed to address by next examination cycle."
FND-50921,INS-10018,POL-2021118,CFPB,2019-10-09,Medium,logging and monitoring,The examination identified weaknesses in logging and monitoring that warrant management attention. Testing revealed that segregation of duties in critical systems is not consistently performed across business lines. Remediation plan must be submitted.
FND-50922,INS-10018,POL-2021118,CFPB,2020-04-21,High,patch management program,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in patch management program, including failure to segregation of duties in critical systems. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50923,INS-10018,POL-2021118,CFPB,2019-10-30,Medium,identity and access management,The examination identified weaknesses in identity and access management that warrant management attention. Testing revealed that encryption of data at rest is not consistently performed across business lines. Remediation plan must be submitted.
FND-50924,INS-10447,POL-2020447,FDIC,2020-08-03,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50925,INS-10178,POL-2020178,FRB,2022-06-27,Low,business continuity planning,The institution maintains adequate controls over business continuity planning. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50926,INS-10390,POL-2020390,State,2023-11-27,Low,identity and access management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in identity and access management, which management has committed to address by next examination cycle."
FND-50927,INS-10390,POL-2020390,State,2023-09-24,Low,incident response capabilities,The institution maintains adequate controls over incident response capabilities. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50928,INS-10189,POL-2021289,FINRA,2021-03-14,Medium,patch management program,"Examiners identified deficiencies in the institution's patch management program. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50929,INS-10207,POL-2021307,FDIC,2023-03-07,Low,cloud security governance,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in cloud security governance, which management has committed to address by next examination cycle."
FND-50930,INS-10266,POL-2021366,FINRA,2021-12-28,Low,logging and monitoring,Review of logging and monitoring found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50931,INS-10266,POL-2021366,FINRA,2021-03-14,Medium,logging and monitoring,The examination identified weaknesses in logging and monitoring that warrant management attention. Testing revealed that segregation of duties in critical systems is not consistently performed across business lines. Remediation plan must be submitted.
FND-50932,INS-10266,POL-2021366,FINRA,2021-09-13,High,cloud security governance,Examiners conclude that the institution's practices in cloud security governance represent an unsafe and unsound condition. The institution has failed to remediation of known critical vulnerabilities. A consent order is under consideration.
FND-50933,INS-11047,POL-2021047,OCC,2022-05-06,Low,cloud security governance,Review of cloud security governance found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50934,INS-11047,POL-2021047,OCC,2023-06-03,Low,privileged access controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in privileged access controls, which management has committed to address by next examination cycle."
FND-50935,INS-10042,POL-2021142,CFPB,2023-05-17,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over timely application of security patches are not commensurate with the institution's risk profile and complexity.
FND-50936,INS-10042,POL-2021142,CFPB,2023-06-24,Low,business continuity planning,Review of business continuity planning found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50937,INS-10634,POL-2020634,NCUA,2021-01-09,Medium,business continuity planning,"Examiners identified deficiencies in the institution's business continuity planning. Specifically, the institution lacks documented procedures for periodic access recertification. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50938,INS-10634,POL-2020634,NCUA,2020-10-29,High,business continuity planning,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in business continuity planning, including failure to multi-factor authentication for administrative access. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50939,INS-10865,POL-2020865,State,2023-09-30,Low,data loss prevention controls,The institution maintains adequate controls over data loss prevention controls. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50940,INS-10787,POL-2020787,OCC,2022-04-24,Medium,patch management program,The examination identified weaknesses in patch management program that warrant management attention. Testing revealed that multi-factor authentication for administrative access is not consistently performed across business lines. Remediation plan must be submitted.
FND-50941,INS-10787,POL-2020787,OCC,2023-03-24,High,data classification and handling,Examiners conclude that the institution's practices in data classification and handling represent an unsafe and unsound condition. The institution has failed to multi-factor authentication for administrative access. A consent order is under consideration.
FND-50942,INS-10744,POL-2020744,FINRA,2023-04-02,Medium,business continuity planning,"Examiners identified deficiencies in the institution's business continuity planning. Specifically, the institution lacks documented procedures for documented recovery time objectives. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50943,INS-10744,POL-2020744,FINRA,2023-05-13,Medium,logging and monitoring,An MRA has been issued related to logging and monitoring. Examiners found that controls over encryption of data at rest are not commensurate with the institution's risk profile and complexity.
FND-50944,INS-10744,POL-2020744,FINRA,2023-02-27,Low,identity and access management,Review of identity and access management found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50945,INS-10859,POL-2020859,State,2023-11-28,Low,identity and access management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in identity and access management, which management has committed to address by next examination cycle."
FND-50946,INS-10294,POL-2020294,SEC,2020-04-02,Low,data classification and handling,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data classification and handling, which management has committed to address by next examination cycle."
FND-50947,INS-10294,POL-2020294,SEC,2019-09-23,Medium,privileged access controls,An MRA has been issued related to privileged access controls. Examiners found that controls over segregation of duties in critical systems are not commensurate with the institution's risk profile and complexity.
FND-50948,INS-10544,POL-2020544,NCUA,2022-01-04,Medium,vulnerability management,An MRA has been issued related to vulnerability management. Examiners found that controls over segregation of duties in critical systems are not commensurate with the institution's risk profile and complexity.
FND-50949,INS-10544,POL-2020544,NCUA,2022-03-29,Low,logging and monitoring,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in logging and monitoring, which management has committed to address by next examination cycle."
FND-50950,INS-10544,POL-2020544,NCUA,2023-01-21,Low,vulnerability management,The institution maintains adequate controls over vulnerability management. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50951,INS-10262,POL-2021362,State,2023-01-19,Low,incident response capabilities,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in incident response capabilities, which management has committed to address by next examination cycle."
FND-50952,INS-10088,POL-2020088,SEC,2021-01-03,Medium,business continuity planning,"Examiners identified deficiencies in the institution's business continuity planning. Specifically, the institution lacks documented procedures for encryption of data at rest. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50953,INS-11031,POL-2021031,CFPB,2022-04-06,Medium,incident response capabilities,"Examiners identified deficiencies in the institution's incident response capabilities. Specifically, the institution lacks documented procedures for remediation of known critical vulnerabilities. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50954,INS-11031,POL-2021031,CFPB,2023-04-27,Medium,vendor due diligence procedures,The examination identified weaknesses in vendor due diligence procedures that warrant management attention. Testing revealed that log retention and review is not consistently performed across business lines. Remediation plan must be submitted.
FND-50955,INS-11031,POL-2021031,CFPB,2022-07-03,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50956,INS-10279,POL-2021379,CFPB,2020-01-24,Low,privileged access controls,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in privileged access controls, which management has committed to address by next examination cycle."
FND-50957,INS-10576,POL-2020576,SEC,2019-09-05,High,identity and access management,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in identity and access management, including failure to fourth-party risk assessment. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
